Vertex 1,Vertex 2,Voted Same,Vertex1_Total,Vertex2_Total,Percent_Agreement
Inhofe,Mikulski,84,233,244,0.361
Inhofe,Murkowski,170,233,240,0.730
Inhofe,Murray,83,233,244,0.356
Inhofe,Nelson (FL),82,233,241,0.352
Inhofe,Nelson (NE),114,233,244,0.489
Inhofe,Obama,68,233,217,0.313
Inhofe,Pryor,105,233,245,0.451
Inhofe,Reed,80,233,243,0.343
Inhofe,Reid,85,233,245,0.365
Inhofe,Roberts,192,233,235,0.824
Inhofe,Rockefeller,86,233,232,0.371
Inhofe,Salazar,83,233,245,0.356
Inhofe,Sanders,81,233,243,0.348
Inhofe,Schumer,80,233,235,0.343
Inhofe,Sessions,200,233,237,0.858
Inhofe,Shelby,199,233,244,0.854
Inhofe,Smith,147,233,243,0.631
Inhofe,Snowe,134,233,245,0.575
Inhofe,Specter,138,233,242,0.592
Inhofe,Stabenow,86,233,243,0.369
Inhofe,Stevens,164,233,231,0.710
Inhofe,Sununu,190,233,242,0.815
Inhofe,Tester,102,233,243,0.438
Inhofe,Thune,197,233,243,0.845
Inhofe,Vitter,189,233,225,0.840
Inhofe,Voinovich,156,233,237,0.670
Inhofe,Warner,177,233,242,0.760
Inhofe,Webb,93,233,245,0.399
Inhofe,Whitehouse,75,233,244,0.322
Inhofe,Wyden,82,233,244,0.352
Inouye,Isakson,84,217,243,0.387
Inouye,Kennedy,190,217,240,0.876
Inouye,Kerry,190,217,233,0.876
Inouye,Klobuchar,203,217,245,0.935
Inouye,Kohl,205,217,245,0.945
Inouye,Kyl,78,217,238,0.359
Inouye,Landrieu,174,217,242,0.802
Inouye,Lautenberg,200,217,241,0.922
Inouye,Leahy,200,217,243,0.922
Inouye,Levin,198,217,242,0.912
Inouye,Lieberman,188,217,242,0.866
Inouye,Lincoln,191,217,241,0.880
Inouye,Lott,88,217,240,0.406
Inouye,Lugar,122,217,245,0.562
Inouye,Martinez,88,217,241,0.406
Inouye,McCain,41,217,120,0.342
Inouye,McCaskill,170,217,245,0.783
Inouye,McConnell,88,217,245,0.406
Inouye,Menendez,198,217,244,0.912
Inouye,Mikulski,201,217,244,0.926
Inouye,Murkowski,110,217,240,0.507
Inouye,Murray,204,217,244,0.940
Inouye,Nelson (FL),196,217,241,0.903
Inouye,Nelson (NE),172,217,244,0.793
Inouye,Obama,179,217,217,0.825
Inouye,Pryor,176,217,245,0.811
Inouye,Reed,201,217,243,0.926
Inouye,Reid,200,217,245,0.922
Inouye,Roberts,83,217,235,0.382
Inouye,Rockefeller,178,217,232,0.820
Inouye,Salazar,198,217,245,0.912
Inouye,Sanders,195,217,243,0.899
Inouye,Schumer,199,217,235,0.917
Inouye,Sessions,80,217,237,0.369
Inouye,Shelby,93,217,244,0.429
Inouye,Smith,129,217,243,0.594
Inouye,Snowe,148,217,245,0.682
Inouye,Specter,134,217,242,0.618
Inouye,Stabenow,195,217,243,0.899
Inouye,Stevens,114,217,231,0.525
Inouye,Sununu,84,217,242,0.387
Inouye,Tester,180,217,243,0.829
Inouye,Thune,96,217,243,0.442
Inouye,Vitter,69,217,225,0.318
Inouye,Voinovich,116,217,237,0.535
Inouye,Warner,103,217,242,0.475
Inouye,Webb,185,217,245,0.853
Inouye,Whitehouse,203,217,244,0.935
Inouye,Wyden,206,217,244,0.949
Isakson,Kennedy,105,243,240,0.438
Isakson,Kerry,104,243,233,0.446
Isakson,Klobuchar,105,243,245,0.432
Isakson,Kohl,103,243,245,0.424
Isakson,Kyl,204,243,238,0.857
Isakson,Landrieu,128,243,242,0.529
Isakson,Lautenberg,98,243,241,0.407
Isakson,Leahy,101,243,243,0.416
Isakson,Levin,104,243,242,0.430
Isakson,Lieberman,114,243,242,0.471
Isakson,Lincoln,113,243,241,0.469
Isakson,Lott,206,243,240,0.858
Isakson,Lugar,189,243,245,0.778
Isakson,Martinez,201,243,241,0.834
Isakson,McCain,104,243,120,0.867
Isakson,McCaskill,124,243,245,0.510
Isakson,McConnell,219,243,245,0.901
Isakson,Menendez,99,243,244,0.407
Isakson,Mikulski,108,243,244,0.444
Isakson,Murkowski,197,243,240,0.821
Isakson,Murray,105,243,244,0.432
Isakson,Nelson (FL),105,243,241,0.436
Isakson,Nelson (NE),138,243,244,0.568
Isakson,Obama,85,243,217,0.392
Isakson,Pryor,130,243,245,0.535
Isakson,Reed,101,243,243,0.416
Isakson,Reid,110,243,245,0.453
Isakson,Roberts,206,243,235,0.877
Isakson,Rockefeller,105,243,232,0.453
Isakson,Salazar,116,243,245,0.477
Isakson,Sanders,101,243,243,0.416
Isakson,Schumer,98,243,235,0.417
Isakson,Sessions,202,243,237,0.852
Isakson,Shelby,210,243,244,0.864
Isakson,Smith,175,243,243,0.720
Isakson,Snowe,155,243,245,0.638
Isakson,Specter,171,243,242,0.707
Isakson,Stabenow,109,243,243,0.449
Isakson,Stevens,193,243,231,0.835
Isakson,Sununu,202,243,242,0.835
Isakson,Tester,119,243,243,0.490
Isakson,Thune,213,243,243,0.877
Isakson,Vitter,194,243,225,0.862
Isakson,Voinovich,177,243,237,0.747
Isakson,Warner,196,243,242,0.810
Isakson,Webb,110,243,245,0.453
Isakson,Whitehouse,99,243,244,0.407
Isakson,Wyden,103,243,244,0.424
Kennedy,Kerry,217,240,233,0.931
Kennedy,Klobuchar,216,240,245,0.900
Kennedy,Kohl,212,240,245,0.883
Kennedy,Kyl,107,240,238,0.450
Kennedy,Landrieu,182,240,242,0.758
Kennedy,Lautenberg,220,240,241,0.917
Kennedy,Leahy,213,240,243,0.888
Kennedy,Levin,213,240,242,0.888
Kennedy,Lieberman,205,240,242,0.854
Kennedy,Lincoln,203,240,241,0.846
Kennedy,Lott,104,240,240,0.433
Kennedy,Lugar,141,240,245,0.588
Kennedy,Martinez,116,240,241,0.483
Kennedy,McCain,62,240,120,0.517
Kennedy,McCaskill,189,240,245,0.788
Kennedy,McConnell,106,240,245,0.442
Kennedy,Menendez,226,240,244,0.942
Kennedy,Mikulski,217,240,244,0.904
Kennedy,Murkowski,133,240,240,0.554
Kennedy,Murray,221,240,244,0.921
Kennedy,Nelson (FL),207,240,241,0.863
Kennedy,Nelson (NE),182,240,244,0.758
Kennedy,Obama,194,240,217,0.894
Kennedy,Pryor,193,240,245,0.804
Kennedy,Reed,217,240,243,0.904
Kennedy,Reid,211,240,245,0.879
Kennedy,Roberts,99,240,235,0.421
Kennedy,Rockefeller,193,240,232,0.832
Kennedy,Salazar,219,240,245,0.913
Kennedy,Sanders,206,240,243,0.858
Kennedy,Schumer,213,240,235,0.906
Kennedy,Sessions,95,240,237,0.401
Kennedy,Shelby,106,240,244,0.442
Kennedy,Smith,152,240,243,0.633
Kennedy,Snowe,170,240,245,0.708
Kennedy,Specter,167,240,242,0.696
Kennedy,Stabenow,207,240,243,0.863
Kennedy,Stevens,127,240,231,0.550
Kennedy,Sununu,106,240,242,0.442
Kennedy,Tester,186,240,243,0.775
Kennedy,Thune,108,240,243,0.450
Kennedy,Vitter,86,240,225,0.382
Kennedy,Voinovich,141,240,237,0.595
Kennedy,Warner,132,240,242,0.550
Kennedy,Webb,203,240,245,0.846
Kennedy,Whitehouse,221,240,244,0.921
Kennedy,Wyden,210,240,244,0.875
Kerry,Klobuchar,214,233,245,0.918
Kerry,Kohl,212,233,245,0.910
Kerry,Kyl,100,233,238,0.429
Kerry,Landrieu,192,233,242,0.824
Kerry,Lautenberg,219,233,241,0.940
Kerry,Leahy,207,233,243,0.888
Kerry,Levin,214,233,242,0.918
Kerry,Lieberman,203,233,242,0.871
Kerry,Lincoln,201,233,241,0.863
Kerry,Lott,97,233,240,0.416
Kerry,Lugar,131,233,245,0.562
Kerry,Martinez,111,233,241,0.476
Kerry,McCain,63,233,120,0.525
Kerry,McCaskill,192,233,245,0.824
Kerry,McConnell,105,233,245,0.451
Kerry,Menendez,221,233,244,0.948
Kerry,Mikulski,216,233,244,0.927
Kerry,Murkowski,125,233,240,0.536
Kerry,Murray,218,233,244,0.936
Kerry,Nelson (FL),209,233,241,0.897
Kerry,Nelson (NE),177,233,244,0.760
Kerry,Obama,198,233,217,0.912
Kerry,Pryor,190,233,245,0.815
Kerry,Reed,214,233,243,0.918
Kerry,Reid,209,233,245,0.897
Kerry,Roberts,99,233,235,0.425
Kerry,Rockefeller,193,233,232,0.832
Kerry,Salazar,208,233,245,0.893
Kerry,Sanders,203,233,243,0.871
Kerry,Schumer,208,233,235,0.893
Kerry,Sessions,93,233,237,0.399
Kerry,Shelby,109,233,244,0.468
Kerry,Smith,148,233,243,0.635
Kerry,Snowe,169,233,245,0.725
Kerry,Specter,163,233,242,0.700
Kerry,Stabenow,209,233,243,0.897
Kerry,Stevens,124,233,231,0.537
Kerry,Sununu,103,233,242,0.442
Kerry,Tester,190,233,243,0.815
Kerry,Thune,108,233,243,0.464
Kerry,Vitter,86,233,225,0.382
Kerry,Voinovich,135,233,237,0.579
Kerry,Warner,126,233,242,0.541
Kerry,Webb,202,233,245,0.867
Kerry,Whitehouse,217,233,244,0.931
Kerry,Wyden,213,233,244,0.914
Klobuchar,Kohl,235,245,245,0.959
Klobuchar,Kyl,99,245,238,0.416
Klobuchar,Landrieu,201,245,242,0.831
Klobuchar,Lautenberg,226,245,241,0.938
Klobuchar,Leahy,223,245,243,0.918
Klobuchar,Levin,224,245,242,0.926
Klobuchar,Lieberman,210,245,242,0.868
Klobuchar,Lincoln,219,245,241,0.909
Klobuchar,Lott,108,245,240,0.450
Klobuchar,Lugar,145,245,245,0.592
Klobuchar,Martinez,112,245,241,0.465
Klobuchar,McCain,59,245,120,0.492
Klobuchar,McCaskill,208,245,245,0.849
Klobuchar,McConnell,110,245,245,0.449
Klobuchar,Menendez,227,245,244,0.930
Klobuchar,Mikulski,226,245,244,0.926
Klobuchar,Murkowski,137,245,240,0.571
Klobuchar,Murray,224,245,244,0.918
Klobuchar,Nelson (FL),221,245,241,0.917
Klobuchar,Nelson (NE),199,245,244,0.816
Klobuchar,Obama,202,245,217,0.931
Klobuchar,Pryor,210,245,245,0.857
Klobuchar,Reed,229,245,243,0.942
Klobuchar,Reid,226,245,245,0.922
Klobuchar,Roberts,104,245,235,0.443
Klobuchar,Rockefeller,206,245,232,0.888
Klobuchar,Salazar,226,245,245,0.922
Klobuchar,Sanders,216,245,243,0.889
Klobuchar,Schumer,220,245,235,0.936
Klobuchar,Sessions,103,245,237,0.435
Klobuchar,Shelby,113,245,244,0.463
Klobuchar,Smith,150,245,243,0.617
Klobuchar,Snowe,178,245,245,0.727
Klobuchar,Specter,164,245,242,0.678
Klobuchar,Stabenow,223,245,243,0.918
Klobuchar,Stevens,129,245,231,0.558
Klobuchar,Sununu,111,245,242,0.459
Klobuchar,Tester,208,245,243,0.856
Klobuchar,Thune,120,245,243,0.494
Klobuchar,Vitter,89,245,225,0.396
Klobuchar,Voinovich,141,245,237,0.595
Klobuchar,Warner,128,245,242,0.529
Klobuchar,Webb,216,245,245,0.882
Klobuchar,Whitehouse,231,245,244,0.947
Klobuchar,Wyden,231,245,244,0.947
Kohl,Kyl,95,245,238,0.399
Kohl,Landrieu,201,245,242,0.831
Kohl,Lautenberg,226,245,241,0.938
Kohl,Leahy,225,245,243,0.926
Kohl,Levin,224,245,242,0.926
Kohl,Lieberman,216,245,242,0.893
Kohl,Lincoln,217,245,241,0.900
Kohl,Lott,105,245,240,0.438
Kohl,Lugar,141,245,245,0.576
Kohl,Martinez,108,245,241,0.448
Kohl,McCain,55,245,120,0.458
Kohl,McCaskill,202,245,245,0.824
Kohl,McConnell,104,245,245,0.424
Kohl,Menendez,227,245,244,0.930
Kohl,Mikulski,226,245,244,0.926
Kohl,Murkowski,129,245,240,0.538
Kohl,Murray,226,245,244,0.926
Kohl,Nelson (FL),225,245,241,0.934
Kohl,Nelson (NE),193,245,244,0.791
Kohl,Obama,202,245,217,0.931
Kohl,Pryor,206,245,245,0.841
Kohl,Reed,229,245,243,0.942
Kohl,Reid,228,245,245,0.931
Kohl,Roberts,102,245,235,0.434
Kohl,Rockefeller,203,245,232,0.875
Kohl,Salazar,226,245,245,0.922
Kohl,Sanders,220,245,243,0.905
Kohl,Schumer,220,245,235,0.936
Kohl,Sessions,99,245,237,0.418
Kohl,Shelby,111,245,244,0.455
Kohl,Smith,150,245,243,0.617
Kohl,Snowe,172,245,245,0.702
Kohl,Specter,158,245,242,0.653
Kohl,Stabenow,221,245,243,0.909
Kohl,Stevens,123,245,231,0.532
Kohl,Sununu,109,245,242,0.450
Kohl,Tester,208,245,243,0.856
Kohl,Thune,116,245,243,0.477
Kohl,Vitter,87,245,225,0.387
Kohl,Voinovich,135,245,237,0.570
Kohl,Warner,120,245,242,0.496
Kohl,Webb,212,245,245,0.865
Kohl,Whitehouse,231,245,244,0.947
Kohl,Wyden,231,245,244,0.947
Kyl,Landrieu,112,238,242,0.471
Kyl,Lautenberg,96,238,241,0.403
Kyl,Leahy,96,238,243,0.403
Kyl,Levin,99,238,242,0.416
Kyl,Lieberman,108,238,242,0.454
Kyl,Lincoln,101,238,241,0.424
Kyl,Lott,189,238,240,0.794
Kyl,Lugar,180,238,245,0.756
Kyl,Martinez,212,238,241,0.891
Kyl,McCain,110,238,120,0.917
Kyl,McCaskill,110,238,245,0.462
Kyl,McConnell,195,238,245,0.819
Kyl,Menendez,97,238,244,0.408
Kyl,Mikulski,102,238,244,0.429
Kyl,Murkowski,182,238,240,0.765
Kyl,Murray,101,238,244,0.424
Kyl,Nelson (FL),99,238,241,0.416
Kyl,Nelson (NE),114,238,244,0.479
Kyl,Obama,86,238,217,0.396
Kyl,Pryor,112,238,245,0.471
Kyl,Reed,95,238,243,0.399
Kyl,Reid,102,238,245,0.429
Kyl,Roberts,185,238,235,0.787
Kyl,Rockefeller,88,238,232,0.379
Kyl,Salazar,108,238,245,0.454
Kyl,Sanders,89,238,243,0.374
Kyl,Schumer,96,238,235,0.409
Kyl,Sessions,183,238,237,0.772
Kyl,Shelby,189,238,244,0.794
Kyl,Smith,151,238,243,0.634
Kyl,Snowe,141,238,245,0.592
Kyl,Specter,165,238,242,0.693
Kyl,Stabenow,95,238,243,0.399
Kyl,Stevens,172,238,231,0.745
Kyl,Sununu,182,238,242,0.765
Kyl,Tester,99,238,243,0.416
Kyl,Thune,186,238,243,0.782
Kyl,Vitter,179,238,225,0.796
Kyl,Voinovich,169,238,237,0.713
Kyl,Warner,192,238,242,0.807
Kyl,Webb,106,238,245,0.445
Kyl,Whitehouse,92,238,244,0.387
Kyl,Wyden,97,238,244,0.408
Landrieu,Lautenberg,199,242,241,0.826
Landrieu,Leahy,197,242,243,0.814
Landrieu,Levin,206,242,242,0.851
Landrieu,Lieberman,188,242,242,0.777
Landrieu,Lincoln,199,242,241,0.826
Landrieu,Lott,118,242,240,0.492
Landrieu,Lugar,143,242,245,0.591
Landrieu,Martinez,117,242,241,0.485
Landrieu,McCain,61,242,120,0.508
Landrieu,McCaskill,208,242,245,0.860
Landrieu,McConnell,129,242,245,0.533
Landrieu,Menendez,197,242,244,0.814
Landrieu,Mikulski,204,242,244,0.843
Landrieu,Murkowski,137,242,240,0.571
Landrieu,Murray,202,242,244,0.835
Landrieu,Nelson (FL),208,242,241,0.863
Landrieu,Nelson (NE),198,242,244,0.818
Landrieu,Obama,179,242,217,0.825
Landrieu,Pryor,206,242,245,0.851
Landrieu,Reed,198,242,243,0.818
Landrieu,Reid,200,242,245,0.826
Landrieu,Roberts,124,242,235,0.528
Landrieu,Rockefeller,198,242,232,0.853
Landrieu,Salazar,200,242,245,0.826
Landrieu,Sanders,196,242,243,0.810
Landrieu,Schumer,190,242,235,0.809
Landrieu,Sessions,115,242,237,0.485
Landrieu,Shelby,129,242,244,0.533
Landrieu,Smith,154,242,243,0.636
Landrieu,Snowe,174,242,245,0.719
Landrieu,Specter,156,242,242,0.645
Landrieu,Stabenow,213,242,243,0.880
Landrieu,Stevens,131,242,231,0.567
Landrieu,Sununu,132,242,242,0.545
Landrieu,Tester,207,242,243,0.855
Landrieu,Thune,131,242,243,0.541
Landrieu,Vitter,118,242,225,0.524
Landrieu,Voinovich,148,242,237,0.624
Landrieu,Warner,138,242,242,0.570
Landrieu,Webb,206,242,245,0.851
Landrieu,Whitehouse,197,242,244,0.814
Landrieu,Wyden,203,242,244,0.839
Lautenberg,Leahy,222,241,243,0.921
Lautenberg,Levin,227,241,242,0.942
Lautenberg,Lieberman,211,241,242,0.876
Lautenberg,Lincoln,208,241,241,0.863
Lautenberg,Lott,97,241,240,0.404
Lautenberg,Lugar,134,241,245,0.556
Lautenberg,Martinez,109,241,241,0.452
Lautenberg,McCain,58,241,120,0.483
Lautenberg,McCaskill,201,241,245,0.834
Lautenberg,McConnell,99,241,245,0.411
Lautenberg,Menendez,236,241,244,0.979
Lautenberg,Mikulski,229,241,244,0.950
Lautenberg,Murkowski,124,241,240,0.517
Lautenberg,Murray,233,241,244,0.967
Lautenberg,Nelson (FL),222,241,241,0.921
Lautenberg,Nelson (NE),186,241,244,0.772
Lautenberg,Obama,210,241,217,0.968
Lautenberg,Pryor,195,241,245,0.809
Lautenberg,Reed,231,241,243,0.959
Lautenberg,Reid,224,241,245,0.929
Lautenberg,Roberts,93,241,235,0.396
Lautenberg,Rockefeller,201,241,232,0.866
Lautenberg,Salazar,215,241,245,0.892
Lautenberg,Sanders,218,241,243,0.905
Lautenberg,Schumer,226,241,235,0.962
Lautenberg,Sessions,94,241,237,0.397
Lautenberg,Shelby,107,241,244,0.444
Lautenberg,Smith,145,241,243,0.602
Lautenberg,Snowe,173,241,245,0.718
Lautenberg,Specter,159,241,242,0.660
Lautenberg,Stabenow,222,241,243,0.921
Lautenberg,Stevens,118,241,231,0.511
Lautenberg,Sununu,106,241,242,0.440
Lautenberg,Tester,198,241,243,0.822
Lautenberg,Thune,107,241,243,0.444
Lautenberg,Vitter,87,241,225,0.387
Lautenberg,Voinovich,135,241,237,0.570
Lautenberg,Warner,125,241,242,0.519
Lautenberg,Webb,215,241,245,0.892
Lautenberg,Whitehouse,231,241,244,0.959
Lautenberg,Wyden,226,241,244,0.938
Leahy,Levin,216,243,242,0.893
Leahy,Lieberman,202,243,242,0.835
Leahy,Lincoln,211,243,241,0.876
Leahy,Lott,105,243,240,0.438
Leahy,Lugar,141,243,245,0.580
Leahy,Martinez,107,243,241,0.444
Leahy,McCain,55,243,120,0.458
Leahy,McCaskill,194,243,245,0.798
Leahy,McConnell,102,243,245,0.420
Leahy,Menendez,225,243,244,0.926
Leahy,Mikulski,226,243,244,0.930
Leahy,Murkowski,127,243,240,0.529
Leahy,Murray,226,243,244,0.930
Leahy,Nelson (FL),215,243,241,0.892
Leahy,Nelson (NE),193,243,244,0.794
Leahy,Obama,198,243,217,0.912
Leahy,Pryor,204,243,245,0.840
Leahy,Reed,231,243,243,0.951
Leahy,Reid,220,243,245,0.905
Leahy,Roberts,99,243,235,0.421
Leahy,Rockefeller,199,243,232,0.858
Leahy,Salazar,218,243,245,0.897
Leahy,Sanders,224,243,243,0.922
Leahy,Schumer,219,243,235,0.932
Leahy,Sessions,101,243,237,0.426
Leahy,Shelby,113,243,244,0.465
Leahy,Smith,147,243,243,0.605
Leahy,Snowe,176,243,245,0.724
Leahy,Specter,155,243,242,0.640
Leahy,Stabenow,216,243,243,0.889
Leahy,Stevens,124,243,231,0.537
Leahy,Sununu,109,243,242,0.450
Leahy,Tester,204,243,243,0.840
Leahy,Thune,112,243,243,0.461
Leahy,Vitter,90,243,225,0.400
Leahy,Voinovich,129,243,237,0.544
Leahy,Warner,122,243,242,0.504
Leahy,Webb,210,243,245,0.864
Leahy,Whitehouse,232,243,244,0.955
Leahy,Wyden,225,243,244,0.926
Levin,Lieberman,209,242,242,0.864
Levin,Lincoln,209,242,241,0.867
Levin,Lott,103,242,240,0.429
Levin,Lugar,136,242,245,0.562
Levin,Martinez,108,242,241,0.448
Levin,McCain,59,242,120,0.492
Levin,McCaskill,210,242,245,0.868
Levin,McConnell,103,242,245,0.426
Levin,Menendez,226,242,244,0.934
Levin,Mikulski,223,242,244,0.921
Levin,Murkowski,124,242,240,0.517
Levin,Murray,225,242,244,0.930
Levin,Nelson (FL),218,242,241,0.905
Levin,Nelson (NE),187,242,244,0.773
Levin,Obama,203,242,217,0.935
Levin,Pryor,203,242,245,0.839
Levin,Reed,226,242,243,0.934
Levin,Reid,224,242,245,0.926
Levin,Roberts,100,242,235,0.426
Levin,Rockefeller,207,242,232,0.892
Levin,Salazar,215,242,245,0.888
Levin,Sanders,216,242,243,0.893
Levin,Schumer,218,242,235,0.928
Levin,Sessions,97,242,237,0.409
Levin,Shelby,109,242,244,0.450
Levin,Smith,146,242,243,0.603
Levin,Snowe,170,242,245,0.702
Levin,Specter,157,242,242,0.649
Levin,Stabenow,231,242,243,0.955
Levin,Stevens,120,242,231,0.519
Levin,Sununu,102,242,242,0.421
Levin,Tester,200,242,243,0.826
Levin,Thune,107,242,243,0.442
Levin,Vitter,95,242,225,0.422
Levin,Voinovich,138,242,237,0.582
Levin,Warner,121,242,242,0.500
Levin,Webb,217,242,245,0.897
Levin,Whitehouse,226,242,244,0.934
Levin,Wyden,222,242,244,0.917
Lieberman,Lincoln,202,242,241,0.838
Lieberman,Lott,116,242,240,0.483
Lieberman,Lugar,156,242,245,0.645
Lieberman,Martinez,123,242,241,0.510
Lieberman,McCain,64,242,120,0.533
Lieberman,McCaskill,182,242,245,0.752
Lieberman,McConnell,116,242,245,0.479
Lieberman,Menendez,214,242,244,0.884
Lieberman,Mikulski,207,242,244,0.855
Lieberman,Murkowski,139,242,240,0.579
Lieberman,Murray,209,242,244,0.864
Lieberman,Nelson (FL),211,242,241,0.876
Lieberman,Nelson (NE),177,242,244,0.731
Lieberman,Obama,190,242,217,0.876
Lieberman,Pryor,192,242,245,0.793
Lieberman,Reed,213,242,243,0.880
Lieberman,Reid,207,242,245,0.855
Lieberman,Roberts,113,242,235,0.481
Lieberman,Rockefeller,187,242,232,0.806
Lieberman,Salazar,211,242,245,0.872
Lieberman,Sanders,199,242,243,0.822
Lieberman,Schumer,203,242,235,0.864
Lieberman,Sessions,103,242,237,0.435
Lieberman,Shelby,117,242,244,0.483
Lieberman,Smith,141,242,243,0.583
Lieberman,Snowe,175,242,245,0.723
Lieberman,Specter,166,242,242,0.686
Lieberman,Stabenow,200,242,243,0.826
Lieberman,Stevens,135,242,231,0.584
Lieberman,Sununu,114,242,242,0.471
Lieberman,Tester,184,242,243,0.760
Lieberman,Thune,120,242,243,0.496
Lieberman,Vitter,87,242,225,0.387
Lieberman,Voinovich,144,242,237,0.608
Lieberman,Warner,134,242,242,0.554
Lieberman,Webb,197,242,245,0.814
Lieberman,Whitehouse,213,242,244,0.880
Lieberman,Wyden,210,242,244,0.868
Lincoln,Lott,113,241,240,0.471
Lincoln,Lugar,151,241,245,0.627
Lincoln,Martinez,113,241,241,0.469
Lincoln,McCain,59,241,120,0.492
Lincoln,McCaskill,196,241,245,0.813
Lincoln,McConnell,116,241,245,0.481
Lincoln,Menendez,211,241,244,0.876
Lincoln,Mikulski,216,241,244,0.896
Lincoln,Murkowski,144,241,240,0.600
Lincoln,Murray,212,241,244,0.880
Lincoln,Nelson (FL),211,241,241,0.876
Lincoln,Nelson (NE),204,241,244,0.846
Lincoln,Obama,189,241,217,0.871
Lincoln,Pryor,218,241,245,0.905
Lincoln,Reed,212,241,243,0.880
Lincoln,Reid,208,241,245,0.863
Lincoln,Roberts,113,241,235,0.481
Lincoln,Rockefeller,202,241,232,0.871
Lincoln,Salazar,222,241,245,0.921
Lincoln,Sanders,202,241,243,0.838
Lincoln,Schumer,202,241,235,0.860
Lincoln,Sessions,108,241,237,0.456
Lincoln,Shelby,118,241,244,0.490
Lincoln,Smith,154,241,243,0.639
Lincoln,Snowe,178,241,245,0.739
Lincoln,Specter,163,241,242,0.676
Lincoln,Stabenow,207,241,243,0.859
Lincoln,Stevens,137,241,231,0.593
Lincoln,Sununu,115,241,242,0.477
Lincoln,Tester,211,241,243,0.876
Lincoln,Thune,122,241,243,0.506
Lincoln,Vitter,95,241,225,0.422
Lincoln,Voinovich,143,241,237,0.603
Lincoln,Warner,133,241,242,0.552
Lincoln,Webb,206,241,245,0.855
Lincoln,Whitehouse,213,241,244,0.884
Lincoln,Wyden,217,241,244,0.900
Lott,Lugar,184,240,245,0.767
Lott,Martinez,194,240,241,0.808
Lott,McCain,98,240,120,0.817
Lott,McCaskill,113,240,245,0.471
Lott,McConnell,210,240,245,0.875
Lott,Menendez,98,240,244,0.408
Lott,Mikulski,103,240,244,0.429
Lott,Murkowski,191,240,240,0.796
Lott,Murray,101,240,244,0.421
Lott,Nelson (FL),102,240,241,0.425
Lott,Nelson (NE),134,240,244,0.558
Lott,Obama,78,240,217,0.359
Lott,Pryor,131,240,245,0.546
Lott,Reed,105,240,243,0.438
Lott,Reid,111,240,245,0.463
Lott,Roberts,196,240,235,0.834
Lott,Rockefeller,102,240,232,0.440
Lott,Salazar,119,240,245,0.496
Lott,Sanders,100,240,243,0.417
Lott,Schumer,98,240,235,0.417
Lott,Sessions,194,240,237,0.819
Lott,Shelby,200,240,244,0.833
Lott,Smith,168,240,243,0.700
Lott,Snowe,153,240,245,0.638
Lott,Specter,165,240,242,0.688
Lott,Stabenow,104,240,243,0.433
Lott,Stevens,186,240,231,0.805
Lott,Sununu,187,240,242,0.779
Lott,Tester,110,240,243,0.458
Lott,Thune,198,240,243,0.825
Lott,Vitter,180,240,225,0.800
Lott,Voinovich,164,240,237,0.692
Lott,Warner,191,240,242,0.796
Lott,Webb,107,240,245,0.446
Lott,Whitehouse,103,240,244,0.429
Lott,Wyden,104,240,244,0.433
Lugar,Martinez,194,245,241,0.805
Lugar,McCain,101,245,120,0.842
Lugar,McCaskill,130,245,245,0.531
Lugar,McConnell,188,245,245,0.767
Lugar,Menendez,135,245,244,0.553
Lugar,Mikulski,140,245,244,0.574
Lugar,Murkowski,199,245,240,0.829
Lugar,Murray,137,245,244,0.561
Lugar,Nelson (FL),141,245,241,0.585
Lugar,Nelson (NE),152,245,244,0.623
Lugar,Obama,118,245,217,0.544
Lugar,Pryor,148,245,245,0.604
Lugar,Reed,139,245,243,0.572
Lugar,Reid,144,245,245,0.588
Lugar,Roberts,179,245,235,0.762
Lugar,Rockefeller,129,245,232,0.556
Lugar,Salazar,156,245,245,0.637
Lugar,Sanders,129,245,243,0.531
Lugar,Schumer,130,245,235,0.553
Lugar,Sessions,173,245,237,0.730
Lugar,Shelby,177,245,244,0.725
Lugar,Smith,175,245,243,0.720
Lugar,Snowe,172,245,245,0.702
Lugar,Specter,195,245,242,0.806
Lugar,Stabenow,133,245,243,0.547
Lugar,Stevens,187,245,231,0.810
Lugar,Sununu,178,245,242,0.736
Lugar,Tester,137,245,243,0.564
Lugar,Thune,190,245,243,0.782
Lugar,Vitter,151,245,225,0.671
Lugar,Voinovich,175,245,237,0.738
Lugar,Warner,201,245,242,0.831
Lugar,Webb,138,245,245,0.563
Lugar,Whitehouse,138,245,244,0.566
Lugar,Wyden,141,245,244,0.578
Martinez,McCain,111,241,120,0.925
Martinez,McCaskill,117,241,245,0.485
Martinez,McConnell,205,241,245,0.851
Martinez,Menendez,110,241,244,0.456
Martinez,Mikulski,113,241,244,0.469
Martinez,Murkowski,185,241,240,0.771
Martinez,Murray,114,241,244,0.473
Martinez,Nelson (FL),114,241,241,0.473
Martinez,Nelson (NE),125,241,244,0.519
Martinez,Obama,96,241,217,0.442
Martinez,Pryor,117,241,245,0.485
Martinez,Reed,106,241,243,0.440
Martinez,Reid,111,241,245,0.461
Martinez,Roberts,188,241,235,0.800
Martinez,Rockefeller,97,241,232,0.418
Martinez,Salazar,123,241,245,0.510
Martinez,Sanders,98,241,243,0.407
