Vertex 1,Vertex 2,Voted Same,Vertex1_Total,Vertex2_Total,Percent_Agreement
Martinez,Schumer,105,241,235,0.447
Martinez,Sessions,189,241,237,0.797
Martinez,Shelby,191,241,244,0.793
Martinez,Smith,166,241,243,0.689
Martinez,Snowe,155,241,245,0.643
Martinez,Specter,178,241,242,0.739
Martinez,Stabenow,106,241,243,0.440
Martinez,Stevens,179,241,231,0.775
Martinez,Sununu,180,241,242,0.747
Martinez,Tester,108,241,243,0.448
Martinez,Thune,198,241,243,0.822
Martinez,Vitter,176,241,225,0.782
Martinez,Voinovich,180,241,237,0.759
Martinez,Warner,201,241,242,0.834
Martinez,Webb,113,241,245,0.469
Martinez,Whitehouse,105,241,244,0.436
Martinez,Wyden,110,241,244,0.456
McCain,McCaskill,61,120,245,0.508
McCain,McConnell,103,120,245,0.858
McCain,Menendez,58,120,244,0.483
McCain,Mikulski,60,120,244,0.500
McCain,Murkowski,97,120,240,0.808
McCain,Murray,58,120,244,0.483
McCain,Nelson (FL),59,120,241,0.492
McCain,Nelson (NE),62,120,244,0.517
McCain,Obama,58,120,217,0.483
McCain,Pryor,61,120,245,0.508
McCain,Reed,56,120,243,0.467
McCain,Reid,57,120,245,0.475
McCain,Roberts,97,120,235,0.808
McCain,Rockefeller,52,120,232,0.433
McCain,Salazar,60,120,245,0.500
McCain,Sanders,50,120,243,0.417
McCain,Schumer,51,120,235,0.425
McCain,Sessions,94,120,237,0.783
McCain,Shelby,94,120,244,0.783
McCain,Smith,87,120,243,0.725
McCain,Snowe,82,120,245,0.683
McCain,Specter,94,120,242,0.783
McCain,Stabenow,56,120,243,0.467
McCain,Stevens,91,120,231,0.758
McCain,Sununu,97,120,242,0.808
McCain,Tester,52,120,243,0.433
McCain,Thune,99,120,243,0.825
McCain,Vitter,92,120,225,0.767
McCain,Voinovich,90,120,237,0.750
McCain,Warner,102,120,242,0.850
McCain,Webb,57,120,245,0.475
McCain,Whitehouse,57,120,244,0.475
McCain,Wyden,56,120,244,0.467
McCaskill,McConnell,123,245,245,0.502
McCaskill,Menendez,200,245,244,0.820
McCaskill,Mikulski,197,245,244,0.807
McCaskill,Murkowski,133,245,240,0.554
McCaskill,Murray,203,245,244,0.832
McCaskill,Nelson (FL),198,245,241,0.822
McCaskill,Nelson (NE),193,245,244,0.791
McCaskill,Obama,181,245,217,0.834
McCaskill,Pryor,205,245,245,0.837
McCaskill,Reed,200,245,243,0.823
McCaskill,Reid,201,245,245,0.820
McCaskill,Roberts,116,245,235,0.494
McCaskill,Rockefeller,204,245,232,0.879
McCaskill,Salazar,195,245,245,0.796
McCaskill,Sanders,197,245,243,0.811
McCaskill,Schumer,193,245,235,0.821
McCaskill,Sessions,123,245,237,0.519
McCaskill,Shelby,129,245,244,0.529
McCaskill,Smith,151,245,243,0.621
McCaskill,Snowe,169,245,245,0.690
McCaskill,Specter,151,245,242,0.624
McCaskill,Stabenow,214,245,243,0.881
McCaskill,Stevens,123,245,231,0.532
McCaskill,Sununu,130,245,242,0.537
McCaskill,Tester,207,245,243,0.852
McCaskill,Thune,135,245,243,0.556
McCaskill,Vitter,119,245,225,0.529
McCaskill,Voinovich,143,245,237,0.603
McCaskill,Warner,129,245,242,0.533
McCaskill,Webb,213,245,245,0.869
McCaskill,Whitehouse,200,245,244,0.820
McCaskill,Wyden,196,245,244,0.803
McConnell,Menendez,100,245,244,0.410
McConnell,Mikulski,105,245,244,0.430
McConnell,Murkowski,202,245,240,0.842
McConnell,Murray,106,245,244,0.434
McConnell,Nelson (FL),104,245,241,0.432
McConnell,Nelson (NE),146,245,244,0.598
McConnell,Obama,85,245,217,0.392
McConnell,Pryor,137,245,245,0.559
McConnell,Reed,102,245,243,0.420
McConnell,Reid,111,245,245,0.453
McConnell,Roberts,210,245,235,0.894
McConnell,Rockefeller,109,245,232,0.470
McConnell,Salazar,119,245,245,0.486
McConnell,Sanders,100,245,243,0.412
McConnell,Schumer,97,245,235,0.413
McConnell,Sessions,205,245,237,0.865
McConnell,Shelby,209,245,244,0.857
McConnell,Smith,170,245,243,0.700
McConnell,Snowe,155,245,245,0.633
McConnell,Specter,170,245,242,0.702
McConnell,Stabenow,106,245,243,0.436
McConnell,Stevens,195,245,231,0.844
McConnell,Sununu,195,245,242,0.806
McConnell,Tester,120,245,243,0.494
McConnell,Thune,213,245,243,0.877
McConnell,Vitter,190,245,225,0.844
McConnell,Voinovich,181,245,237,0.764
McConnell,Warner,200,245,242,0.826
McConnell,Webb,111,245,245,0.453
McConnell,Whitehouse,102,245,244,0.418
McConnell,Wyden,106,245,244,0.434
Menendez,Mikulski,230,244,244,0.943
Menendez,Murkowski,125,244,240,0.521
Menendez,Murray,234,244,244,0.959
Menendez,Nelson (FL),221,244,241,0.917
Menendez,Nelson (NE),185,244,244,0.758
Menendez,Obama,208,244,217,0.959
Menendez,Pryor,198,244,245,0.811
Menendez,Reed,232,244,243,0.955
Menendez,Reid,224,244,245,0.918
Menendez,Roberts,94,244,235,0.400
Menendez,Rockefeller,202,244,232,0.871
Menendez,Salazar,218,244,245,0.893
Menendez,Sanders,220,244,243,0.905
Menendez,Schumer,227,244,235,0.966
Menendez,Sessions,93,244,237,0.392
Menendez,Shelby,107,244,244,0.439
Menendez,Smith,146,244,243,0.601
Menendez,Snowe,174,244,245,0.713
Menendez,Specter,160,244,242,0.661
Menendez,Stabenow,221,244,243,0.909
Menendez,Stevens,120,244,231,0.519
Menendez,Sununu,105,244,242,0.434
Menendez,Tester,197,244,243,0.811
Menendez,Thune,106,244,243,0.436
Menendez,Vitter,83,244,225,0.369
Menendez,Voinovich,135,244,237,0.570
Menendez,Warner,126,244,242,0.521
Menendez,Webb,214,244,245,0.877
Menendez,Whitehouse,234,244,244,0.959
Menendez,Wyden,227,244,244,0.930
Mikulski,Murkowski,130,244,240,0.542
Mikulski,Murray,231,244,244,0.947
Mikulski,Nelson (FL),224,244,241,0.929
Mikulski,Nelson (NE),192,244,244,0.787
Mikulski,Obama,204,244,217,0.940
Mikulski,Pryor,205,244,245,0.840
Mikulski,Reed,227,244,243,0.934
Mikulski,Reid,221,244,245,0.906
Mikulski,Roberts,101,244,235,0.430
Mikulski,Rockefeller,201,244,232,0.866
Mikulski,Salazar,221,244,245,0.906
Mikulski,Sanders,219,244,243,0.901
Mikulski,Schumer,225,244,235,0.957
Mikulski,Sessions,100,244,237,0.422
Mikulski,Shelby,112,244,244,0.459
Mikulski,Smith,153,244,243,0.630
Mikulski,Snowe,179,244,245,0.734
Mikulski,Specter,163,244,242,0.674
Mikulski,Stabenow,222,244,243,0.914
Mikulski,Stevens,128,244,231,0.554
Mikulski,Sununu,110,244,242,0.455
Mikulski,Tester,204,244,243,0.840
Mikulski,Thune,113,244,243,0.465
Mikulski,Vitter,94,244,225,0.418
Mikulski,Voinovich,140,244,237,0.591
Mikulski,Warner,129,244,242,0.533
Mikulski,Webb,213,244,245,0.873
Mikulski,Whitehouse,226,244,244,0.926
Mikulski,Wyden,232,244,244,0.951
Murkowski,Murray,131,240,244,0.546
Murkowski,Nelson (FL),130,240,241,0.542
Murkowski,Nelson (NE),158,240,244,0.658
Murkowski,Obama,108,240,217,0.498
Murkowski,Pryor,152,240,245,0.633
Murkowski,Reed,128,240,243,0.533
Murkowski,Reid,136,240,245,0.567
Murkowski,Roberts,193,240,235,0.821
Murkowski,Rockefeller,128,240,232,0.552
Murkowski,Salazar,146,240,245,0.608
Murkowski,Sanders,127,240,243,0.529
Murkowski,Schumer,122,240,235,0.519
Murkowski,Sessions,184,240,237,0.776
Murkowski,Shelby,194,240,244,0.808
Murkowski,Smith,179,240,243,0.746
Murkowski,Snowe,175,240,245,0.729
Murkowski,Specter,187,240,242,0.779
Murkowski,Stabenow,125,240,243,0.521
Murkowski,Stevens,211,240,231,0.913
Murkowski,Sununu,182,240,242,0.758
Murkowski,Tester,142,240,243,0.592
Murkowski,Thune,193,240,243,0.804
Murkowski,Vitter,166,240,225,0.738
Murkowski,Voinovich,179,240,237,0.755
Murkowski,Warner,204,240,242,0.850
Murkowski,Webb,135,240,245,0.563
Murkowski,Whitehouse,127,240,244,0.529
Murkowski,Wyden,129,240,244,0.538
Murray,Nelson (FL),220,244,241,0.913
Murray,Nelson (NE),194,244,244,0.795
Murray,Obama,205,244,217,0.945
Murray,Pryor,199,244,245,0.816
Murray,Reed,229,244,243,0.942
Murray,Reid,225,244,245,0.922
Murray,Roberts,99,244,235,0.421
Murray,Rockefeller,205,244,232,0.884
Murray,Salazar,221,244,245,0.906
Murray,Sanders,221,244,243,0.909
Murray,Schumer,226,244,235,0.962
Murray,Sessions,101,244,237,0.426
Murray,Shelby,113,244,244,0.463
Murray,Smith,152,244,243,0.626
Murray,Snowe,173,244,245,0.709
Murray,Specter,162,244,242,0.669
Murray,Stabenow,222,244,243,0.914
Murray,Stevens,125,244,231,0.541
Murray,Sununu,111,244,242,0.459
Murray,Tester,202,244,243,0.831
Murray,Thune,113,244,243,0.465
Murray,Vitter,90,244,225,0.400
Murray,Voinovich,139,244,237,0.586
Murray,Warner,130,244,242,0.537
Murray,Webb,215,244,245,0.881
Murray,Whitehouse,230,244,244,0.943
Murray,Wyden,228,244,244,0.934
Nelson (FL),Nelson (NE),189,241,244,0.784
Nelson (FL),Obama,201,241,217,0.926
Nelson (FL),Pryor,198,241,245,0.822
Nelson (FL),Reed,219,241,243,0.909
Nelson (FL),Reid,215,241,245,0.892
Nelson (FL),Roberts,101,241,235,0.430
Nelson (FL),Rockefeller,195,241,232,0.841
Nelson (FL),Salazar,218,241,245,0.905
Nelson (FL),Sanders,209,241,243,0.867
Nelson (FL),Schumer,216,241,235,0.919
Nelson (FL),Sessions,100,241,237,0.422
Nelson (FL),Shelby,113,241,244,0.469
Nelson (FL),Smith,154,241,243,0.639
Nelson (FL),Snowe,180,241,245,0.747
Nelson (FL),Specter,160,241,242,0.664
Nelson (FL),Stabenow,215,241,243,0.892
Nelson (FL),Stevens,125,241,231,0.541
Nelson (FL),Sununu,110,241,242,0.456
Nelson (FL),Tester,207,241,243,0.859
Nelson (FL),Thune,117,241,243,0.485
Nelson (FL),Vitter,92,241,225,0.409
Nelson (FL),Voinovich,135,241,237,0.570
Nelson (FL),Warner,130,241,242,0.539
Nelson (FL),Webb,216,241,245,0.896
Nelson (FL),Whitehouse,218,241,244,0.905
Nelson (FL),Wyden,225,241,244,0.934
Nelson (NE),Obama,164,244,217,0.756
Nelson (NE),Pryor,208,244,245,0.852
Nelson (NE),Reed,192,244,243,0.790
Nelson (NE),Reid,188,244,245,0.770
Nelson (NE),Roberts,138,244,235,0.587
Nelson (NE),Rockefeller,192,244,232,0.828
Nelson (NE),Salazar,204,244,245,0.836
Nelson (NE),Sanders,183,244,243,0.753
Nelson (NE),Schumer,182,244,235,0.774
Nelson (NE),Sessions,137,244,237,0.578
Nelson (NE),Shelby,144,244,244,0.590
Nelson (NE),Smith,171,244,243,0.704
Nelson (NE),Snowe,179,244,245,0.734
Nelson (NE),Specter,164,244,242,0.678
Nelson (NE),Stabenow,191,244,243,0.786
Nelson (NE),Stevens,148,244,231,0.641
Nelson (NE),Sununu,144,244,242,0.595
Nelson (NE),Tester,202,244,243,0.831
Nelson (NE),Thune,153,244,243,0.630
Nelson (NE),Vitter,124,244,225,0.551
Nelson (NE),Voinovich,146,244,237,0.616
Nelson (NE),Warner,149,244,242,0.616
Nelson (NE),Webb,194,244,245,0.795
Nelson (NE),Whitehouse,191,244,244,0.783
Nelson (NE),Wyden,195,244,244,0.799
Obama,Pryor,173,217,245,0.797
Obama,Reed,203,217,243,0.935
Obama,Reid,199,217,245,0.917
Obama,Roberts,84,217,235,0.387
Obama,Rockefeller,177,217,232,0.816
Obama,Salazar,190,217,245,0.876
Obama,Sanders,193,217,243,0.889
Obama,Schumer,199,217,235,0.917
Obama,Sessions,84,217,237,0.387
Obama,Shelby,96,217,244,0.442
Obama,Smith,126,217,243,0.581
Obama,Snowe,153,217,245,0.705
Obama,Specter,140,217,242,0.645
Obama,Stabenow,199,217,243,0.917
Obama,Stevens,100,217,231,0.461
Obama,Sununu,91,217,242,0.419
Obama,Tester,182,217,243,0.839
Obama,Thune,97,217,243,0.447
Obama,Vitter,83,217,225,0.382
Obama,Voinovich,115,217,237,0.530
Obama,Warner,111,217,242,0.512
Obama,Webb,194,217,245,0.894
Obama,Whitehouse,204,217,244,0.940
Obama,Wyden,202,217,244,0.931
Pryor,Reed,204,245,243,0.840
Pryor,Reid,201,245,245,0.820
Pryor,Roberts,130,245,235,0.553
Pryor,Rockefeller,201,245,232,0.866
Pryor,Salazar,213,245,245,0.869
Pryor,Sanders,202,245,243,0.831
Pryor,Schumer,194,245,235,0.826
Pryor,Sessions,128,245,237,0.540
Pryor,Shelby,140,245,244,0.574
Pryor,Smith,161,245,243,0.663
Pryor,Snowe,185,245,245,0.755
Pryor,Specter,163,245,242,0.674
Pryor,Stabenow,208,245,243,0.856
Pryor,Stevens,148,245,231,0.641
Pryor,Sununu,130,245,242,0.537
Pryor,Tester,215,245,243,0.885
Pryor,Thune,137,245,243,0.564
Pryor,Vitter,115,245,225,0.511
Pryor,Voinovich,150,245,237,0.633
Pryor,Warner,137,245,242,0.566
Pryor,Webb,205,245,245,0.837
Pryor,Whitehouse,204,245,244,0.836
Pryor,Wyden,204,245,244,0.836
Reed,Reid,226,243,245,0.930
Reed,Roberts,98,243,235,0.417
Reed,Rockefeller,205,243,232,0.884
Reed,Salazar,221,243,245,0.909
Reed,Sanders,224,243,243,0.922
Reed,Schumer,223,243,235,0.949
Reed,Sessions,100,243,237,0.422
Reed,Shelby,114,243,244,0.469
Reed,Smith,146,243,243,0.601
Reed,Snowe,177,243,245,0.728
Reed,Specter,157,243,242,0.649
Reed,Stabenow,219,243,243,0.901
Reed,Stevens,124,243,231,0.537
Reed,Sununu,109,243,242,0.450
Reed,Tester,203,243,243,0.835
Reed,Thune,111,243,243,0.457
Reed,Vitter,88,243,225,0.391
Reed,Voinovich,130,243,237,0.549
Reed,Warner,121,243,242,0.500
Reed,Webb,214,243,245,0.881
Reed,Whitehouse,238,243,244,0.979
Reed,Wyden,229,243,244,0.942
Reid,Roberts,104,245,235,0.443
Reid,Rockefeller,205,245,232,0.884
Reid,Salazar,217,245,245,0.886
Reid,Sanders,221,245,243,0.909
Reid,Schumer,218,245,235,0.928
Reid,Sessions,103,245,237,0.435
Reid,Shelby,116,245,244,0.475
Reid,Smith,149,245,243,0.613
Reid,Snowe,171,245,245,0.698
Reid,Specter,163,245,242,0.674
Reid,Stabenow,220,245,243,0.905
Reid,Stevens,130,245,231,0.563
Reid,Sununu,112,245,242,0.463
Reid,Tester,203,245,243,0.835
Reid,Thune,119,245,243,0.490
Reid,Vitter,96,245,225,0.427
Reid,Voinovich,142,245,237,0.599
Reid,Warner,131,245,242,0.541
Reid,Webb,215,245,245,0.878
Reid,Whitehouse,228,245,244,0.934
Reid,Wyden,222,245,244,0.910
Roberts,Rockefeller,106,235,232,0.457
Roberts,Salazar,114,235,245,0.485
Roberts,Sanders,101,235,243,0.430
Roberts,Schumer,91,235,235,0.387
Roberts,Sessions,199,235,237,0.847
Roberts,Shelby,204,235,244,0.868
Roberts,Smith,174,235,243,0.740
Roberts,Snowe,156,235,245,0.664
Roberts,Specter,165,235,242,0.702
Roberts,Stabenow,104,235,243,0.443
Roberts,Stevens,182,235,231,0.788
Roberts,Sununu,187,235,242,0.796
Roberts,Tester,122,235,243,0.519
Roberts,Thune,205,235,243,0.872
Roberts,Vitter,188,235,225,0.836
Roberts,Voinovich,170,235,237,0.723
Roberts,Warner,195,235,242,0.830
Roberts,Webb,102,235,245,0.434
Roberts,Whitehouse,98,235,244,0.417
Roberts,Wyden,104,235,244,0.443
Rockefeller,Salazar,200,232,245,0.862
Rockefeller,Sanders,206,232,243,0.888
Rockefeller,Schumer,195,232,235,0.841
Rockefeller,Sessions,107,232,237,0.461
Rockefeller,Shelby,114,232,244,0.491
Rockefeller,Smith,148,232,243,0.638
Rockefeller,Snowe,160,232,245,0.690
Rockefeller,Specter,146,232,242,0.629
Rockefeller,Stabenow,210,232,243,0.905
Rockefeller,Stevens,125,232,231,0.541
Rockefeller,Sununu,117,232,242,0.504
Rockefeller,Tester,207,232,243,0.892
Rockefeller,Thune,119,232,243,0.513
Rockefeller,Vitter,98,232,225,0.436
Rockefeller,Voinovich,127,232,237,0.547
Rockefeller,Warner,117,232,242,0.504
Rockefeller,Webb,205,232,245,0.884
Rockefeller,Whitehouse,204,232,244,0.879
Rockefeller,Wyden,200,232,244,0.862
Salazar,Sanders,209,245,243,0.860
Salazar,Schumer,211,245,235,0.898
Salazar,Sessions,106,245,237,0.447
Salazar,Shelby,116,245,244,0.475
Salazar,Smith,161,245,243,0.663
Salazar,Snowe,181,245,245,0.739
Salazar,Specter,173,245,242,0.715
Salazar,Stabenow,212,245,243,0.872
Salazar,Stevens,140,245,231,0.606
Salazar,Sununu,114,245,242,0.471
Salazar,Tester,204,245,243,0.840
Salazar,Thune,123,245,243,0.506
Salazar,Vitter,91,245,225,0.404
Salazar,Voinovich,148,245,237,0.624
Salazar,Warner,137,245,242,0.566
Salazar,Webb,211,245,245,0.861
Salazar,Whitehouse,222,245,244,0.910
Salazar,Wyden,222,245,244,0.910
Sanders,Schumer,214,243,235,0.911
Sanders,Sessions,103,243,237,0.435
Sanders,Shelby,115,243,244,0.473
Sanders,Smith,146,243,243,0.601
Sanders,Snowe,170,243,245,0.700
Sanders,Specter,148,243,242,0.612
Sanders,Stabenow,218,243,243,0.897
Sanders,Stevens,121,243,231,0.524
Sanders,Sununu,111,243,242,0.459
Sanders,Tester,209,243,243,0.860
Sanders,Thune,114,243,243,0.469
Sanders,Vitter,95,243,225,0.422
Sanders,Voinovich,128,243,237,0.540
Sanders,Warner,116,243,242,0.479
Sanders,Webb,215,243,245,0.885
Sanders,Whitehouse,226,243,244,0.930
Sanders,Wyden,220,243,244,0.905
Schumer,Sessions,93,235,237,0.396
Schumer,Shelby,107,235,244,0.455
Schumer,Smith,144,235,243,0.613
Schumer,Snowe,167,235,245,0.711
Schumer,Specter,152,235,242,0.647
Schumer,Stabenow,215,235,243,0.915
Schumer,Stevens,118,235,231,0.511
Schumer,Sununu,104,235,242,0.443
Schumer,Tester,193,235,243,0.821
Schumer,Thune,107,235,243,0.455
Schumer,Vitter,86,235,225,0.382
Schumer,Voinovich,130,235,237,0.553
Schumer,Warner,122,235,242,0.519
Schumer,Webb,210,235,245,0.894
Schumer,Whitehouse,222,235,244,0.945
Schumer,Wyden,220,235,244,0.936
Sessions,Shelby,214,237,244,0.903
Sessions,Smith,167,237,243,0.705
Sessions,Snowe,156,237,245,0.658
Sessions,Specter,153,237,242,0.646
Sessions,Stabenow,102,237,243,0.430
Sessions,Stevens,174,237,231,0.753
Sessions,Sununu,196,237,242,0.827
Sessions,Tester,122,237,243,0.515
Sessions,Thune,211,237,243,0.890
Sessions,Vitter,190,237,225,0.844
Sessions,Voinovich,164,237,237,0.692
Sessions,Warner,181,237,242,0.764
Sessions,Webb,109,237,245,0.460
Sessions,Whitehouse,97,237,244,0.409
Sessions,Wyden,104,237,244,0.439
Shelby,Smith,167,244,243,0.687
Shelby,Snowe,160,244,245,0.656
Shelby,Specter,165,244,242,0.682
Shelby,Stabenow,114,244,243,0.469
Shelby,Stevens,182,244,231,0.788
Shelby,Sununu,198,244,242,0.818
Shelby,Tester,132,244,243,0.543
Shelby,Thune,214,244,243,0.881
Shelby,Vitter,192,244,225,0.853
Shelby,Voinovich,166,244,237,0.700
Shelby,Warner,189,244,242,0.781
Shelby,Webb,118,244,245,0.484
Shelby,Whitehouse,110,244,244,0.451
Shelby,Wyden,115,244,244,0.471
Smith,Snowe,181,243,245,0.745
Smith,Specter,187,243,242,0.773
Smith,Stabenow,150,243,243,0.617
Smith,Stevens,175,243,231,0.758
Smith,Sununu,169,243,242,0.698
Smith,Tester,163,243,243,0.671
Smith,Thune,182,243,243,0.749
Smith,Vitter,149,243,225,0.662
Smith,Voinovich,157,243,237,0.662
Smith,Warner,182,243,242,0.752
Smith,Webb,149,243,245,0.613
Smith,Whitehouse,148,243,244,0.609
Smith,Wyden,154,243,244,0.634
Snowe,Specter,176,245,242,0.727
Snowe,Stabenow,172,245,243,0.708
Snowe,Stevens,168,245,231,0.727
Snowe,Sununu,158,245,242,0.653
Snowe,Tester,180,245,243,0.741
Snowe,Thune,163,245,243,0.671
Snowe,Vitter,138,245,225,0.613
Snowe,Voinovich,165,245,237,0.696
Snowe,Warner,173,245,242,0.715
Snowe,Webb,175,245,245,0.714
Snowe,Whitehouse,175,245,244,0.717
Snowe,Wyden,182,245,244,0.746
Specter,Stabenow,151,242,243,0.624
Specter,Stevens,181,242,231,0.784
Specter,Sununu,158,242,242,0.653
Specter,Tester,152,242,243,0.628
Specter,Thune,172,242,243,0.711
Specter,Vitter,139,242,225,0.618
Specter,Voinovich,165,242,237,0.696
Specter,Warner,193,242,242,0.798
Specter,Webb,157,242,245,0.649
Specter,Whitehouse,158,242,244,0.653
Specter,Wyden,158,242,244,0.653
Stabenow,Stevens,119,243,231,0.515
Stabenow,Sununu,107,243,242,0.442
Stabenow,Tester,208,243,243,0.856
Stabenow,Thune,112,243,243,0.461
Stabenow,Vitter,100,243,225,0.444
Stabenow,Voinovich,140,243,237,0.591
Stabenow,Warner,120,243,242,0.496
Stabenow,Webb,216,243,245,0.889
Stabenow,Whitehouse,221,243,244,0.909
Stabenow,Wyden,221,243,244,0.909
Stevens,Sununu,168,231,242,0.727
Stevens,Tester,135,231,243,0.584
Stevens,Thune,182,231,243,0.788
Stevens,Vitter,152,231,225,0.676
Stevens,Voinovich,168,231,237,0.727
Stevens,Warner,196,231,242,0.848
Stevens,Webb,128,231,245,0.554
Stevens,Whitehouse,123,231,244,0.532
Stevens,Wyden,129,231,244,0.558
Sununu,Tester,127,242,243,0.525
Sununu,Thune,201,242,243,0.831
Sununu,Vitter,178,242,225,0.791
Sununu,Voinovich,159,242,237,0.671
Sununu,Warner,186,242,242,0.769
Sununu,Webb,118,242,245,0.488
Sununu,Whitehouse,104,242,244,0.430
Sununu,Wyden,107,242,244,0.442
Tester,Thune,137,243,243,0.564
Tester,Vitter,115,243,225,0.511
Tester,Voinovich,131,243,237,0.553
Tester,Warner,130,243,242,0.537
Tester,Webb,212,243,245,0.872
Tester,Whitehouse,202,243,244,0.831
Tester,Wyden,208,243,244,0.856
Thune,Vitter,196,243,225,0.871
Thune,Voinovich,170,243,237,0.717
Thune,Warner,191,243,242,0.789
Thune,Webb,121,243,245,0.498
Thune,Whitehouse,110,243,244,0.453
Thune,Wyden,116,243,244,0.477
Vitter,Voinovich,148,225,237,0.658
Vitter,Warner,167,225,242,0.742
Vitter,Webb,105,225,245,0.467
Vitter,Whitehouse,85,225,244,0.378
Vitter,Wyden,88,225,244,0.391
Voinovich,Warner,182,237,242,0.768
Voinovich,Webb,140,237,245,0.591
Voinovich,Whitehouse,131,237,244,0.553
Voinovich,Wyden,138,237,244,0.582
Warner,Webb,133,242,245,0.550
Warner,Whitehouse,121,242,244,0.500
Warner,Wyden,126,242,244,0.521
Webb,Whitehouse,213,245,244,0.873
Webb,Wyden,212,245,244,0.869
Whitehouse,Wyden,231,244,244,0.947
