INDX_NR,SPECIES_ID,SPECIES
634435,O2205,Mourning dove
631616,UNKBL,Unknown bird - large
627351,1G11,White-tailed deer
635160,UNKBM,Unknown bird - medium
626190,O2205,Mourning dove
635214,NE1,Gulls
634350,NE1,Gulls
629436,UNKBS,Unknown bird - small
633962,UNKBM,Unknown bird - medium
630642,YM11,Crows
626468,J2118,Hooded merganser
633338,K33,Hawks
632994,J2204,Canada goose
635327,1G11,White-tailed deer
627686,1G11,White-tailed deer
626974,1G11,White-tailed deer
827279,UNKBM,Unknown bird - medium
827280,UNKBM,Unknown bird - medium
630436,NE1,Gulls
625416,ZT1,Blackbirds
633633,UNKBS,Unknown bird - small
631569,UNKBS,Unknown bird - small
625921,ZX3,Sparrows
634250,UNKBM,Unknown bird - medium
626898,UNKBM,Unknown bird - medium
625524,UNKBL,Unknown bird - large
631898,J2204,Canada goose
631198,NE1,Gulls
625121,UNKBS,Unknown bird - small
630781,UNKBS,Unknown bird - small
628409,UNKBM,Unknown bird - medium
633690,J2204,Canada goose
631073,UNKBS,Unknown bird - small
632461,ZT1,Blackbirds
627278,Z5201,Northern mockingbird
628711,ZX3,Sparrows
625256,UNKBS,Unknown bird - small
829805,UNKBM,Unknown bird - medium
623087,UNKBM,Unknown bird - medium
631780,J2204,Canada goose
629714,UNKBS,Unknown bird - small
634143,UNKBS,Unknown bird - small
634752,UNKBS,Unknown bird - small
634760,1G11,White-tailed deer
631186,UNKBS,Unknown bird - small
626706,UNKBL,Unknown bird - large
631549,UNKBS,Unknown bird - small
827199,UNKBM,Unknown bird - medium
629874,UNKBS,Unknown bird - small
627133,O2111,Rock pigeon
630149,ZX3,Sparrows
626596,UNKBM,Unknown bird - medium
628652,UNKBM,Unknown bird - medium
625721,UNKBM,Unknown bird - medium
631221,UNKBM,Unknown bird - medium
628269,UNKBS,Unknown bird - small
627321,UNKBM,Unknown bird - medium
623745,O2205,Mourning dove
626002,ZX3,Sparrows
630298,UNKBS,Unknown bird - small
632835,N5111,Killdeer
624800,UNKBS,Unknown bird - small
629177,T1002,Chimney swift
626207,N6,"Sandpipers, curlews, phalaropes, allies"
633999,ZT1,Blackbirds
626631,UNKBS,Unknown bird - small
626813,UNKBS,Unknown bird - small
627395,UNKBM,Unknown bird - medium
628460,YM1102,American crow
630378,ZT1,Blackbirds
626626,UNKBS,Unknown bird - small
622261,K33,Hawks
624671,UNKBM,Unknown bird - medium
623546,UNKBS,Unknown bird - small
625983,UNKBM,Unknown bird - medium
625939,UNKBS,Unknown bird - small
621402,UNKBM,Unknown bird - medium
620222,UNKBS,Unknown bird - small
620606,UNKBS,Unknown bird - small
625555,UNKBS,Unknown bird - small
628513,ZX3,Sparrows
623981,K33,Hawks
624939,UNKBM,Unknown bird - medium
631939,ZX3,Sparrows
623136,ZX3,Sparrows
632314,UNKBM,Unknown bird - medium
623415,UNKBM,Unknown bird - medium
619849,NE1,Gulls
629867,NE1,Gulls
633533,NE1,Gulls
624894,NE1,Gulls
634133,NE1,Gulls
624210,NE1,Gulls
626057,NE1,Gulls
625726,K3302,Red-tailed hawk
628543,NE1,Gulls
629295,NE1,Gulls
632969,NE1,Gulls
628506,O2205,Mourning dove
624875,K1,New World vultures
624455,UNKBS,Unknown bird - small
625290,UNKBS,Unknown bird - small
628258,UNKBS,Unknown bird - small
626753,UNKBS,Unknown bird - small
626713,UNKBM,Unknown bird - medium
625908,YL001,European starling
628078,NE1,Gulls
627410,K3302,Red-tailed hawk
626761,J21,Ducks
629347,YL001,European starling
628141,UNKBM,Unknown bird - medium
621587,YL001,European starling
629074,UNKBM,Unknown bird - medium
632607,K1,New World vultures
625956,UNKBS,Unknown bird - small
622696,UNKBS,Unknown bird - small
630199,UNKBM,Unknown bird - medium
624088,UNKBM,Unknown bird - medium
626470,UNKBM,Unknown bird - medium
620595,YL001,European starling
628405,YL001,European starling
622176,UNKBM,Unknown bird - medium
630681,UNKBM,Unknown bird - medium
630016,UNKBM,Unknown bird - medium
622941,UNKBM,Unknown bird - medium
619162,UNKBS,Unknown bird - small
624368,UNKBS,Unknown bird - small
625595,UNKBS,Unknown bird - small
624330,ZT1,Blackbirds
628049,UNKBS,Unknown bird - small
628160,UNKBM,Unknown bird - medium
625186,UNKBS,Unknown bird - small
620013,UNKBS,Unknown bird - small
623578,1G11,White-tailed deer
628084,UNKBL,Unknown bird - large
624598,ZX3,Sparrows
627831,YI,Swallows
621697,UNKBS,Unknown bird - small
623294,YM1102,American crow
626033,UNKBM,Unknown bird - medium
627250,UNKBM,Unknown bird - medium
626572,ZT1,Blackbirds
627740,UNKBM,Unknown bird - medium
628217,UNKBS,Unknown bird - small
627090,UNKBL,Unknown bird - large
628381,1G11,White-tailed deer
623948,UNKBS,Unknown bird - small
625546,UNKBL,Unknown bird - large
625293,UNKBS,Unknown bird - small
623480,O2205,Mourning dove
627307,UNKBS,Unknown bird - small
622519,UNKBS,Unknown bird - small
620808,UNKBM,Unknown bird - medium
626774,UNKBM,Unknown bird - medium
619894,UNKBM,Unknown bird - medium
626998,1G11,White-tailed deer
626788,UNKBS,Unknown bird - small
627220,K3302,Red-tailed hawk
623741,UNKBS,Unknown bird - small
618550,NE1,Gulls
636918,UNKBM,Unknown bird - medium
625811,UNKBM,Unknown bird - medium
621247,UNKBS,Unknown bird - small
622304,NE1,Gulls
616562,UNKBM,Unknown bird - medium
622444,NE1,Gulls
623142,UNKBM,Unknown bird - medium
624315,UNKBS,Unknown bird - small
627507,NE1,Gulls
624207,R,Owls
623894,NE1,Gulls
634402,O2205,Mourning dove
617867,UNKBS,Unknown bird - small
628636,UNKBM,Unknown bird - medium
634662,UNKBM,Unknown bird - medium
622131,1G11,White-tailed deer
615685,UNKBM,Unknown bird - medium
622671,J2204,Canada goose
624999,UNKBS,Unknown bird - small
626787,UNKBM,Unknown bird - medium
620331,UNKBM,Unknown bird - medium
626879,UNKBM,Unknown bird - medium
623726,UNKBL,Unknown bird - large
618344,UNKBS,Unknown bird - small
829728,UNKBM,Unknown bird - medium
619597,ZT1,Blackbirds
613071,UNKBL,Unknown bird - large
621921,UNKBM,Unknown bird - medium
618977,UNKBM,Unknown bird - medium
623143,UNKBS,Unknown bird - small
623638,1G11,White-tailed deer
619466,UNKBM,Unknown bird - medium
620604,UNKBS,Unknown bird - small
619732,ZX3,Sparrows
621110,O2205,Mourning dove
619518,YL001,European starling
623917,YL001,European starling
624292,UNKBM,Unknown bird - medium
619158,UNKBM,Unknown bird - medium
620363,YL001,European starling
828992,UNKBM,Unknown bird - medium
620928,UNKBS,Unknown bird - small
619816,UNKBM,Unknown bird - medium
619847,UNKBS,Unknown bird - small
621453,UNKBM,Unknown bird - medium
622216,UNKBM,Unknown bird - medium
619128,NE1,Gulls
622782,YL001,European starling
827751,UNKBM,Unknown bird - medium
624168,O2205,Mourning dove
622648,K33,Hawks
623304,J2204,Canada goose
621231,ZT1,Blackbirds
619555,1G11,White-tailed deer
621369,ZT1,Blackbirds
624039,Z5201,Northern mockingbird
622668,UNKBS,Unknown bird - small
624845,ZX3,Sparrows
624405,UNKBS,Unknown bird - small
619563,NE104,Ring-billed gull
616886,UNKBM,Unknown bird - medium
618809,J2209,Brant
622755,UNKBM,Unknown bird - medium
621031,NE1,Gulls
622758,NE1,Gulls
616653,NE1,Gulls
622553,UNKBS,Unknown bird - small
613633,NE1,Gulls
617140,UNKBM,Unknown bird - medium
618325,UNKBS,Unknown bird - small
621362,YL001,European starling
620609,UNKBM,Unknown bird - medium
613148,UNKBS,Unknown bird - small
621241,UNKBM,Unknown bird - medium
618121,UNKBM,Unknown bird - medium
620602,ZT1,Blackbirds
621253,O2111,Rock pigeon
619316,O2111,Rock pigeon
620366,UNKBS,Unknown bird - small
621995,UNKBM,Unknown bird - medium
616791,UNKBM,Unknown bird - medium
622721,UNKBS,Unknown bird - small
622105,UNKBS,Unknown bird - small
616184,UNKBM,Unknown bird - medium
617623,UNKBS,Unknown bird - small
617514,UNKBS,Unknown bird - small
614160,UNKBS,Unknown bird - small
618208,UNKBS,Unknown bird - small
623790,O2205,Mourning dove
618063,UNKBM,Unknown bird - medium
621315,UNKBM,Unknown bird - medium
618500,UNKBS,Unknown bird - small
621316,UNKBS,Unknown bird - small
617169,UNKBM,Unknown bird - medium
619880,UNKBS,Unknown bird - small
621604,UNKBM,Unknown bird - medium
613836,ZX3,Sparrows
614865,UNKBS,Unknown bird - small
618268,UNKBS,Unknown bird - small
615522,UNKBS,Unknown bird - small
620437,ZX3,Sparrows
617557,O2111,Rock pigeon
615201,UNKBS,Unknown bird - small
620652,UNKBS,Unknown bird - small
828124,UNKBM,Unknown bird - medium
619109,YM1102,American crow
626161,1G11,White-tailed deer
619340,ZT1,Blackbirds
613581,UNKBS,Unknown bird - small
619309,N51,Plovers
611765,NE1,Gulls
624073,UNKBM,Unknown bird - medium
618516,UNKBM,Unknown bird - medium
621240,O2205,Mourning dove
617348,UNKBM,Unknown bird - medium
615768,ZT001,Eastern meadowlark
616650,UNKBM,Unknown bird - medium
613609,Z6007,American robin
613312,YM11,Crows
618422,UNKBS,Unknown bird - small
615193,UNKBS,Unknown bird - small
613798,UNKBS,Unknown bird - small
619136,K1,New World vultures
615991,UNKBS,Unknown bird - small
618316,O2205,Mourning dove
620069,UNKBS,Unknown bird - small
613070,UNKBS,Unknown bird - small
621444,UNKBM,Unknown bird - medium
612218,UNKBS,Unknown bird - small
615603,UNKBL,Unknown bird - large
614369,UNKBS,Unknown bird - small
618169,UNKBS,Unknown bird - small
615256,UNKBM,Unknown bird - medium
618267,YL001,European starling
617144,ZT1,Blackbirds
616888,UNKBS,Unknown bird - small
613965,UNKBS,Unknown bird - small
613408,K33,Hawks
614395,K33,Hawks
624040,ZT1,Blackbirds
616557,NE1,Gulls
612524,NE1,Gulls
616481,UNKBM,Unknown bird - medium
619401,UNKBS,Unknown bird - small
616454,NE1,Gulls
616564,NE1,Gulls
615360,O2205,Mourning dove
608891,O2205,Mourning dove
829482,UNKBM,Unknown bird - medium
615947,J2204,Canada goose
618008,UNKBM,Unknown bird - medium
618009,ZT1,Blackbirds
613240,UNKBM,Unknown bird - medium
615882,UNKBS,Unknown bird - small
616016,ZT1,Blackbirds
620746,UNKBS,Unknown bird - small
610699,O2205,Mourning dove
618603,ZX3,Sparrows
617690,1G11,White-tailed deer
613303,UNKBM,Unknown bird - medium
614644,UNKBS,Unknown bird - small
625618,YL001,European starling
610511,1G11,White-tailed deer
614780,1G11,White-tailed deer
615361,UNKBS,Unknown bird - small
613963,UNKBS,Unknown bird - small
617629,UNKBM,Unknown bird - medium
611968,UNKBM,Unknown bird - medium
611113,UNKBL,Unknown bird - large
613516,1G11,White-tailed deer
616832,UNKBS,Unknown bird - small
612626,UNKBS,Unknown bird - small
615708,UNKBM,Unknown bird - medium
617824,UNKBS,Unknown bird - small
827267,UNKBM,Unknown bird - medium
621154,UNKBM,Unknown bird - medium
634773,K5114,American kestrel
612654,UNKBM,Unknown bird - medium
618394,O2111,Rock pigeon
615394,UNKBM,Unknown bird - medium
618264,O2205,Mourning dove
619739,O2205,Mourning dove
613076,UNKBM,Unknown bird - medium
615606,UNKBM,Unknown bird - medium
610948,O2111,Rock pigeon
613172,UNKBS,Unknown bird - small
618314,UNKBS,Unknown bird - small
616094,UNKBM,Unknown bird - medium
608755,O2205,Mourning dove
614169,UNKBS,Unknown bird - small
610512,ZX3,Sparrows
612551,ZX3,Sparrows
637056,UNKBM,Unknown bird - medium
615904,UNKBS,Unknown bird - small
610619,UNKBS,Unknown bird - small
612841,UNKBM,Unknown bird - medium
617854,UNKBM,Unknown bird - medium
618222,ZT1,Blackbirds
614406,UNKBM,Unknown bird - medium
615250,ZT1,Blackbirds
615089,UNKBM,Unknown bird - medium
616541,ZT1,Blackbirds
616774,O2111,Rock pigeon
616237,UNKBL,Unknown bird - large
611301,UNKBM,Unknown bird - medium
617247,YL001,European starling
618633,ZT1,Blackbirds
628118,UNKBM,Unknown bird - medium
609494,NE1,Gulls
613627,K33,Hawks
615506,ZT1,Blackbirds
614816,UNKBL,Unknown bird - large
616545,UNKBS,Unknown bird - small
611656,NE1,Gulls
613777,UNKBS,Unknown bird - small
616905,UNKBS,Unknown bird - small
609529,J2202,Snow goose
611655,NE1,Gulls
613087,UNKBM,Unknown bird - medium
617967,NE1,Gulls
615275,K33,Hawks
615873,K,"Raptors: Hawks, eagles, vultures, kites, osprey, falcons, caracaras"
618598,ZT1,Blackbirds
827973,UNKBM,Unknown bird - medium
612400,NE1,Gulls
617592,NE1,Gulls
610168,UNKBM,Unknown bird - medium
612873,UNKBM,Unknown bird - medium
617789,UNKBS,Unknown bird - small
609020,UNKBM,Unknown bird - medium
615881,ZX3,Sparrows
618692,YL001,European starling
622361,UNKBM,Unknown bird - medium
609018,UNKBS,Unknown bird - small
608583,UNKBS,Unknown bird - small
618817,YI,Swallows
612843,NE1,Gulls
609271,UNKBS,Unknown bird - small
613414,UNKBM,Unknown bird - medium
613747,UNKBS,Unknown bird - small
632089,UNKBM,Unknown bird - medium
612776,NE1,Gulls
614074,UNKBS,Unknown bird - small
614230,ZT1,Blackbirds
611336,UNKBM,Unknown bird - medium
611079,O2205,Mourning dove
608874,UNKBS,Unknown bird - small
609487,UNKBS,Unknown bird - small
612079,UNKBS,Unknown bird - small
637058,YM201,Blue jay
616756,UNKBS,Unknown bird - small
612325,UNKBM,Unknown bird - medium
612437,ZT1,Blackbirds
612510,UNKBM,Unknown bird - medium
612572,O2205,Mourning dove
621591,ZT1,Blackbirds
611791,UNKBM,Unknown bird - medium
636313,UNKBM,Unknown bird - medium
618601,UNKBM,Unknown bird - medium
609555,O2205,Mourning dove
619959,NE1,Gulls
615883,ZX3,Sparrows
616868,UNKBS,Unknown bird - small
827942,UNKBM,Unknown bird - medium
620817,ZT1,Blackbirds
622103,YL001,European starling
619966,UNKBM,Unknown bird - medium
618651,YI,Swallows
618158,Z6007,American robin
616493,UNKBS,Unknown bird - small
618216,NE1,Gulls
614012,K33,Hawks
610426,J21,Ducks
611685,UNKBS,Unknown bird - small
612994,NE1,Gulls
611632,UNKBM,Unknown bird - medium
614279,NE1,Gulls
827564,UNKBM,Unknown bird - medium
616165,ZT001,Eastern meadowlark
633918,R2203,Great horned owl
828037,UNKBM,Unknown bird - medium
614489,ZT1,Blackbirds
617722,UNKBS,Unknown bird - small
828712,UNKBM,Unknown bird - medium
610587,UNKBS,Unknown bird - small
611054,UNKBS,Unknown bird - small
613824,UNKBM,Unknown bird - medium
617356,Z6007,American robin
614942,UNKBM,Unknown bird - medium
619536,UNKBM,Unknown bird - medium
611188,UNKBS,Unknown bird - small
613995,YL001,European starling
615316,UNKBS,Unknown bird - small
620398,UNKBS,Unknown bird - small
610748,UNKBS,Unknown bird - small
614689,UNKBS,Unknown bird - small
616072,UNKBM,Unknown bird - medium
608607,UNKBS,Unknown bird - small
611605,UNKBM,Unknown bird - medium
623719,1G11,White-tailed deer
614841,ZT1,Blackbirds
615568,UNKBM,Unknown bird - medium
612526,UNKBS,Unknown bird - small
635517,UNKBM,Unknown bird - medium
827939,UNKBM,Unknown bird - medium
619369,K33,Hawks
609356,UNKBS,Unknown bird - small
612121,UNKBM,Unknown bird - medium
612758,UNKBM,Unknown bird - medium
614433,UNKBS,Unknown bird - small
617676,UNKBS,Unknown bird - small
608445,UNKBM,Unknown bird - medium
614126,O2205,Mourning dove
611728,UNKBS,Unknown bird - small
612129,YL001,European starling
613094,UNKBS,Unknown bird - small
612040,UNKBM,Unknown bird - medium
613428,UNKBM,Unknown bird - medium
614501,ZX3,Sparrows
829205,UNKBM,Unknown bird - medium
619771,UNKBS,Unknown bird - small
619257,UNKBS,Unknown bird - small
609956,ZT1,Blackbirds
612622,UNKBM,Unknown bird - medium
610362,UNKBM,Unknown bird - medium
609361,NE1,Gulls
612282,J2204,Canada goose
613784,UNKBM,Unknown bird - medium
611587,J21,Ducks
608945,UNKBM,Unknown bird - medium
611222,NE1,Gulls
612876,UNKBM,Unknown bird - medium
612100,NE1,Gulls
621338,NE1,Gulls
613346,NE1,Gulls
613934,ZX3,Sparrows
610756,UNKBM,Unknown bird - medium
610757,ZX3,Sparrows
608492,NE1,Gulls
612882,ZT1,Blackbirds
612679,UNKBL,Unknown bird - large
609943,UNKBM,Unknown bird - medium
620205,YL001,European starling
614269,UNKBM,Unknown bird - medium
621060,UNKBS,Unknown bird - small
612481,UNKBM,Unknown bird - medium
628756,UNKBM,Unknown bird - medium
612053,UNKBS,Unknown bird - small
609441,UNKBM,Unknown bird - medium
612165,UNKBS,Unknown bird - small
608947,O2205,Mourning dove
608930,UNKBS,Unknown bird - small
614035,UNKBM,Unknown bird - medium
633296,UNKBM,Unknown bird - medium
610910,UNKBM,Unknown bird - medium
609648,UNKBL,Unknown bird - large
614881,ZT1,Blackbirds
614295,O2111,Rock pigeon
636695,UNKBM,Unknown bird - medium
637247,1G11,White-tailed deer
611893,UNKBS,Unknown bird - small
613025,UNKBM,Unknown bird - medium
614334,K3302,Red-tailed hawk
610632,O2205,Mourning dove
612190,UNKBS,Unknown bird - small
611839,UNKBM,Unknown bird - medium
609397,UNKBS,Unknown bird - small
612874,UNKBM,Unknown bird - medium
614255,UNKBS,Unknown bird - small
612674,UNKBS,Unknown bird - small
610881,UNKBM,Unknown bird - medium
609646,UNKBS,Unknown bird - small
612575,ZT1,Blackbirds
611877,YI,Swallows
611495,O2205,Mourning dove
616208,I13,Egrets
616388,UNKBS,Unknown bird - small
633271,K2001,Osprey
611909,O2111,Rock pigeon
616284,UNKBS,Unknown bird - small
615961,YL001,European starling
608593,ZT1,Blackbirds
612485,UNKBS,Unknown bird - small
609672,NE1,Gulls
611978,J2204,Canada goose
609329,ZT001,Eastern meadowlark
609640,K3302,Red-tailed hawk
609729,K33,Hawks
609574,ZX3,Sparrows
623538,NE1,Gulls
829145,UNKBM,Unknown bird - medium
615176,UNKBM,Unknown bird - medium
611866,J2204,Canada goose
611251,UNKBM,Unknown bird - medium
608831,UNKBS,Unknown bird - small
610883,NE1,Gulls
608736,NE1,Gulls
609264,UNKBL,Unknown bird - large
611714,UNKBM,Unknown bird - medium
635693,1G11,White-tailed deer
611996,YM11,Crows
613931,UNKBM,Unknown bird - medium
613037,UNKBS,Unknown bird - small
611031,R1101,Barn owl
629141,UNKBS,Unknown bird - small
608796,UNKBS,Unknown bird - small
611236,UNKBM,Unknown bird - medium
610452,UNKBM,Unknown bird - medium
609751,UNKBS,Unknown bird - small
609817,UNKBS,Unknown bird - small
608636,YL001,European starling
609881,UNKBS,Unknown bird - small
608986,UNKBM,Unknown bird - medium
611304,UNKBM,Unknown bird - medium
612261,YL001,European starling
611542,UNKBS,Unknown bird - small
608346,UNKBS,Unknown bird - small
609929,UNKBM,Unknown bird - medium
610180,J21,Ducks
610762,YL001,European starling
610993,UNKBM,Unknown bird - medium
608727,UNKBM,Unknown bird - medium
608879,UNKBM,Unknown bird - medium
609704,UNKBS,Unknown bird - small
610560,YL001,European starling
615112,K1,New World vultures
610277,UNKBM,Unknown bird - medium
611106,UNKBM,Unknown bird - medium
609176,ZX3,Sparrows
610498,UNKBM,Unknown bird - medium
612421,UNKBL,Unknown bird - large
611784,UNKBM,Unknown bird - medium
608955,YL001,European starling
610075,O2111,Rock pigeon
611182,O2111,Rock pigeon
614338,UNKBM,Unknown bird - medium
610142,UNKBM,Unknown bird - medium
608957,NE1,Gulls
611792,O2205,Mourning dove
612514,UNKBS,Unknown bird - small
610491,UNKBS,Unknown bird - small
608426,UNKBS,Unknown bird - small
611347,O2205,Mourning dove
611383,UNKBM,Unknown bird - medium
609886,UNKBM,Unknown bird - medium
611224,UNKBS,Unknown bird - small
609163,UNKBS,Unknown bird - small
611004,UNKBM,Unknown bird - medium
828185,UNKBM,Unknown bird - medium
608234,1F12,Domestic dog
