INDX_NR,INCIDENT_DATE ,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,RUNWAY,STATE,FAAREGION,LOCATION,ENROUTE STATE,OPID,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,OTHER_COST,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED,INDICATED_DAMAGE,DAMAGE_LEVEL,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,STR_ENG2,DAM_ENG2,STR_ENG3,DAM_ENG3,STR_ENG4,DAM_ENG4,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SPECIES_ID,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,BIRDS_SEEN,BIRDS_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENT,REPORTER_NAME,REPORTER_TITLE,SOURCE,PERSON,LUPDATE,TRANSFER
618169,1995-02-18,2,1995,     ,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,NC,ASO ,,,USA, N498US, ,FOKKER F28 MK 4000,372,7.0,37.0,43.0,A  ,4.0,D,2.0,5.0,5.0,,,Climb,10.0,140.0,,Overcast, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,, None,,UNKBS,FLT 825.,False,False,No, 2-10, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
615256,1995-02-12,2,1995,     ,Dusk,KRDU,RALEIGH-DURHAM INTL, 5R,NC,ASO ,,,NWA, N757NW, ,DC-9-40,583,22.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Landing Roll,0.0,100.0,0.0,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
618267,1995-01-29,1,1995,     ,Day,KRDU,RALEIGH-DURHAM INTL, 5R,NC,ASO ,,,USA, N936VJ, ,DC-9,583,90.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Climb,35.0,155.0,,Overcast, Rain,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,,,YL001,,False,False,Yes, 11-100, 2-10,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
617144,1995-01-28,1,1995,     ,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N894US, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,50.0,125.0,,Overcast, Fog,,,,,,False,False,N,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,ZT1,RAIN,False,False,No, 2-10, 2-10,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
616888,1995-01-25,1,1995,     ,Dawn,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,UAL, N7617, ,B-727,148,94.0,34.0,10.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Approach,300.0,125.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,,False,False,No, 2-10, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1998-05-29,False
613965,1995-01-13,1,1995,     ,Day,KFAY,FAYETTVILLE REGNL ARPT/GRANNIS FIELD, 22,NC,ASO ,,,1ASQ, , ,EMB-120,332,11.0,31.0,10.0,A  ,3.0,C,2.0,4.0,4.0,,,Climb,600.0,190.0,,Some Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,RED FEATHERS,False,False,Unknown, , 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1996-04-03,False
613408,1995-01-12,1,1995,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,NC,ASO ,,,USA, N522AU, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Approach,300.0,148.0,,Overcast, Fog,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,K33,,False,False,No, 1, 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
614395,1995-01-12,1,1995,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,NC,ASO ,,,USA, , ,B-737,148,95.0,,,A  ,4.0,D,2.0,1.0,1.0,,,Approach,30.0,138.0,,Overcast, Fog,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,K33,,False,False,Yes, 1, 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1998-05-29,False
624040,1995-01-03,1,1995,     ,Day,KFAY,FAYETTVILLE REGNL ARPT/GRANNIS FIELD, 28,NC,ASO ,,,BUS, N757FR, ,C-150,226,5.0,7.0,7.0,A  ,1.0,A,1.0,7.0,,,,Approach,100.0,60.0,,Some Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,, None,,ZT1,,False,False,No, 11-100, 1,Small,,,OPERATOR = FORT BRAGG FLYING CLUB /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,2002-03-21,False
616557,1995-01-02,1,1995,     ,Day,KMQI,DARE COUNTY REGIONAL ARPT, ,NC,ASO ,,,PVT, N46DM, ,BE-58 BARON,123,12.0,13.0,16.0,A  ,2.0,A,2.0,4.0,4.0,,,Climb,300.0,120.0,,No Cloud, None,,,,,,False,True,M,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,, None,,NE1,BUMP IN LEFT WING,False,False,No, 1, 1,Medium,,,OPERATOR = STEVEN NAGORNY /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,2005-06-07,False
612524,1994-12-17,12,1994,     ,Day,KILM,WILMINGTON INTL, ,NC,ASO ,,,EGF, , ,BA-31 JETSTR,168,3.0,19.0,4.0,A  ,2.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,,0.0,Overcast, Rain,,,,,,False,True,M,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,,NE1,"CERAMIC PARTS FOUND ON RY, POSSIBLE DAMAGE TO LIGHT.",False,False,No, , 2-10,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1996-06-18,False
616481,1994-12-05,12,1994,     ,Night,KEWN,COASTAL CAROLINA REGIONAL ARPT, 22,NC,ASO ,,,BUS, N1815L, ,BE-58 BARON,123,12.0,13.0,16.0,A  ,2.0,A,2.0,4.0,4.0,,,Approach,1000.0,130.0,,No Cloud, None,,13000.0,,22412.0,,False,True,M,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,, None,,UNKBM,A/C STRUCK AT LEAST 2 BIRDS. PILOT SIDE WINDOW & WINDSCREEN  DAMAGED.,False,False,No, , 2-10,Medium,,,OPERATOR= BAB ASSOCIATES /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
619401,1994-12-02,12,1994,     ,Day,KFAY,FAYETTVILLE REGNL ARPT/GRANNIS FIELD, 4,NC,ASO ,,,EGF, N924E, ,BA-31 JETSTR,168,3.0,19.0,4.0,A  ,2.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,,0.0,Some Cloud, None,,,,,,False,False,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,," None, Aborted Take-off",,UNKBS,DAMAGE UNKNOWN,False,False,No, 11-100, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-07-07,False
616454,1994-11-28,11,1994,     ,Day,KRDU,RALEIGH-DURHAM INTL, 23R,NC,ASO ,,,EGF, N919AE, ,BA-31 JETSTR,168,3.0,19.0,4.0,A  ,2.0,C,2.0,4.0,4.0,,,Landing Roll,0.0,115.0,0.0,Overcast, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,, None,,NE1,,False,False,Yes, 11-100, 1,Medium,,,A/C = BAeXX /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
616564,1994-11-27,11,1994,     ,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,BUS, N889, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,50.0,120.0,,Overcast, Rain,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,NE1,NO DAMAGE KNOWN,False,False,Yes, , 2-10,Medium,,,OPERATOR = NANCY LAW /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
615360,1994-11-26,11,1994,     ,Day,KFAY,FAYETTVILLE REGNL ARPT/GRANNIS FIELD, 28,NC,ASO ,,,BUS, N6743H, ,C-172,226,7.0,7.0,10.0,A  ,1.0,A,1.0,7.0,,,,Approach,,,,Overcast, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,O2205,"A/C WAS DOING TOUCH & GO LANDINGS. BIRD STRUCK PROP AS A/C WAS  FLARING.  THERE WERE SEVERAL BIRDS ON THAT SIDE OF FIELD, NOT  VISIBLE FROM TOWER. AIRPORT AUTHORITY SCATTERED THEM. REPTD AS DOVE, ASSUME MOURNING.",False,False,No, 2-10, 1,Small,,,OPERATOR = FORT BRAGG FLYING CLUB /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,2006-07-24,False
608891,1994-11-23,11,1994,     ,Day,KFAY,FAYETTVILLE REGNL ARPT/GRANNIS FIELD, 28,NC,ASO ,,,BUS, N90AM, ,LEARJET-55,395,7.0,19.0,1.0,A  ,3.0,D,2.0,5.0,5.0,,,Landing Roll,0.0,,0.0,Some Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,O2205,"PILOT SAID HE COULD SEE NO OBVIOUS DAMAGE AND THAT HE WOULD HAVE  THE ENGINE CHECKED. REPTD AS DOVE, ASSUME MOURNING.",False,False,No, , 1,Small,,,OPERATOR = EPI AVIATION /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,2005-03-10,False
829482,1994-11-22,11,1994,08:50,Day,KILM,WILMINGTON INTL, ,NC,ASO ,,,MIL, , ,C-17A,148,,,,A  ,,,,,,,,Landing Roll,0.0,140.0,0.0,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,UNKBM,"REMARKS -  ;  AIRCRAFT -  C - 17 - ;  IMPACT -  LT FUSELAGE;  NUMBER OF BIRDS (S, F, or Z) -  S",False,False,Unknown, 1, 1,Medium,,,SOURCE = BASH NR XXXXX /Legacy Record=XXXX/,REDACTED,REDACTED,BASH,,2009-10-21,False
615947,1994-11-22,11,1994,15:03,Day,KGSO,PIEDMONT TRIAD INTL, 23,NC,ASO ,,,COA, N83870, 1040,MD-80,583,37.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,4000.0,150.0,,No Cloud, None,,,,,,False,True,M,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Antenna, None,,J2204,"18 HOLE IN NOSE. DAMAGED BULKHEAD  SUPPORTS & RADAR ANTENNA. BIRDS REPTD AS GEESE, ASSUME CAGO FROM DATE AND LOCATION.",False,False,No, 1, 1,Large,,,"SOURCE = XXXX-X, PRELIM. SIT. REPT. & FAA ACC/INCID DATA /Legacy Record=XXXXXX/",REDACTED,REDACTED,Multiple,Tower,2004-02-06,False
618008,1994-11-22,11,1994,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,USA, N751US, ,B-727-200,148,11.0,34.0,10.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Approach,6000.0,230.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
618009,1994-11-22,11,1994,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,USA, N420US, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Climb,100.0,160.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,, None,,ZT1,,False,False,Yes, 2-10, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
613240,1994-11-15,11,1994,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N930VJ, ,DC-9,583,90.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,15.0,135.0,,Overcast, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,FLT 9126,False,False,No, 2-10, 2-10,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-29,False
615882,1994-11-15,11,1994,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,NC,ASO ,,,USA, N405US, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Descent,,,,Some Cloud, None,,,,,,True,False,N,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,NO DAMAGE FROM BIRD INGESTION.,False,False,No, , 1,Small,,,ENG MANU #XXXXXX  SOURCE = XXXX-X & ENG MANU /Legacy Record=XXXXXX/,REDACTED,REDACTED,Multiple,Other,2004-06-24,False
616016,1994-11-14,11,1994,     ,Dusk,KRDU,RALEIGH-DURHAM INTL, 5L,NC,ASO ,,,AAL, N715AA, ,B-727-200,148,11.0,34.0,10.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Approach,400.0,138.0,,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,ZT1,"DAMAGE UNKNOWN, BUT NOT LIKELY",False,False,No, 11-100, 2-10,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1996-06-07,False
620746,1994-11-14,11,1994,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,NC,ASO ,,,USA, N940VJ, ,DC-9-30,583,21.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,2500.0,180.0,,No Cloud, None,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,,False,False,No, 2-10, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1998-05-28,False
610699,1994-11-10,11,1994,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,NC,ASO ,,,CDL, N153CC, ,SHORTS 360,804,8.0,31.0,4.0,A  ,3.0,C,2.0,4.0,4.0,,,Approach,10.0,100.0,,Overcast, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,, None,,O2205,"FLT 5161. REPTD AS DOVE, ASSUME MOURNING.",False,False,No, 2-10, 1,Small,,,OPERATOR = CC AIR /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,2005-03-10,False
618603,1994-11-02,11,1994,     ,Day,KFAY,FAYETTVILLE REGNL ARPT/GRANNIS FIELD, 4,NC,ASO ,,,USA, N481US, ,FOKKER F28 MK 4000,372,7.0,37.0,43.0,A  ,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,120.0,0.0,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,ZX3,,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-22,False
617690,1994-11-01,11,1994,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,USA, , ,DC-9,583,90.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,,0.0,,,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, Precautionary Landing,,1G11,FLT RETD & LANDED SAFELY. NO DAMAGE.FLT510.,False,False,Unknown, , 1,Large,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,PACIR,Tower,2002-03-29,False
613303,1994-10-31,10,1994,     ,Day,KILM,WILMINGTON INTL, 6,NC,ASO ,,,USA, , ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,50.0,140.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,, None,,UNKBM,"# 854.  DURING FLARE-OUT, BIRD STRUCK RT WING LANDING LIGHT.",False,False,No, 1, 1,Medium,,,DATE = POSTMARK /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1998-05-22,False
614644,1994-10-30,10,1994,     ,Night,KRDU,RALEIGH-DURHAM INTL, 5R,NC,ASO ,,,AAL, N266AA, ,MD-80,583,37.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,1500.0,140.0,,No Cloud, None,,,,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,, None,,UNKBS,ANY DAMAGE REPORTED TO MAINT UNKNOWN,False,False,No, 1, 1,Small,,,(X/X/XX UPDATED AIRCRAFT NAME) /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,2012-05-09,False
625618,1994-10-29,10,1994,     ,,KGSO,PIEDMONT TRIAD INTL, ,NC,ASO ,,,FSX, N193AE, ,SAAB-340,778,5.0,22.0,22.0,A  ,3.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,,0.0,,,,,,,,True,True,S,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,YL001,"CORE INGESTION, DAMAGE TO COMPRESSOR. GE REPTS NO PHYSICAL  DAMAGE. BIRD BLOCKED SEVERAL GUIDE VANE PASSAGES AND ENG WAS  REMOVED AS PRECAUTIONARY MEASURE BECAUSE OF UNKN AMT OF PER REV  FATIGUE LIFE LOST.",False,False,Unknown, , 1,Small,,,ENG MANU#XXXXXX /Legacy Record=XXXXXX/,REDACTED,REDACTED,Engine Manufacturer,Other,2004-07-29,False
610511,1994-10-26,10,1994,     ,Day,KAVL,ASHEVILLE REGIONAL ARPT, 34,NC,ASO ,,,COM, N462CA, ,EMB-120,332,11.0,31.0,10.0,A  ,3.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,100.0,0.0,Overcast, Rain,,,,,,False,True,M?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,, Aborted Take-off,,1G11,"FLT 3271.    DEER STRUCK NOSE GEAR & #1 PROP. RETURNED  TO GATE W/O FURTHER PROBS. THERE ARE 7 OR 8 KNOWN DEER ON THE  ARPT. THEY HAVE DONE SEVERAL HUNDRED THOUSAND DOLLARS IN DAMAGE.   RY CKD WITH AIRPORT SECURITY VEHICLE. DELTA TOOK OFF 1ST, NO  PROBLEM.  WE FOLLOWED MOMENTS LATER AND STRUCK DEER APPROACHING  V1. ABORTED NOT KNOWING EXTENT OF DAMAGE.",False,False,No, 2-10, 1,Large,,,"SOURCE = XXXX-X, AAIPN-X  & ASRS REPTS. /Legacy Record=XXXXXX/",REDACTED,REDACTED,Multiple,Pilot,2002-03-29,False
614780,1994-10-22,10,1994,     ,Day,KILM,WILMINGTON INTL, 17,NC,ASO ,,,PVT, N52445, ,C-172,226,7.0,7.0,10.0,A  ,1.0,A,1.0,7.0,,,,Landing Roll,0.0,,0.0,,,,,,,,False,True,M,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,1G11,HIT A DEER WHILE DOING TOUCH AND GO LANDINGS. MINOR DAMAGE TO  A/C.,False,False,Unknown, , 1,Large,,,"SOURCE = PACIR & AAIPN-X OPERATOR = I.S.O. AERO-WILMINGTON (JOHN J TRN).LETTER SENT ASKING FOR DETAILS. JOHN J. TRN, XXXX E. WRIGHTSVILLE AVE.WILMINGTON, NC XXXXX /Legacy Record=XXXXXX/",REDACTED,REDACTED,Multiple,Tower,2004-08-24,False
615361,1994-10-21,10,1994,     ,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,NC,ASO ,,,USA, N559AU, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,100.0,0.0,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,,False,False,No, 1, 1,Small,,,SOURCE = TWO XXXX-X REPTS. /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-22,False
613963,1994-10-20,10,1994,     ,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,NC,ASO ,,,USA, N813US, ,MD-80,583,37.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Climb,500.0,180.0,,Some Cloud, None,,,,,,False,False,N,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,,False,False,No, 2-10, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1998-05-22,False
617629,1994-10-16,10,1994,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,USA, N943VJ, ,DC-9,583,90.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,90.0,0.0,No Cloud, None,,,,,,True,True,M,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,," None, Aborted Take-off",,UNKBM,NICK TO 1ST STAGE BLADE IN LEFT ENGINE. NO INJURIES.,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,2006-10-11,False
611968,1994-10-14,10,1994,     ,Dusk,KRDU,RALEIGH-DURHAM INTL, 23R,NC,ASO ,,,AAL, N856AA, ,B-727,148,94.0,34.0,10.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Landing Roll,0.0,80.0,0.0,Some Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,,False,False,No, 1, 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1998-05-28,False
611113,1994-10-10,10,1994,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,FDX, N495FE, ,B-727,148,94.0,34.0,10.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Approach,2500.0,200.0,,Overcast, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBL,FLT1306. FROM GSP TO CLT NUMEROUS BIRDS.,False,False,No, 2-10, 1,Large,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Other,1998-05-28,False
613516,1994-10-10,10,1994,     ,Dusk,KIGX,HORACE WILLIAMS ARPT, 9,NC,ASO ,,,PVT, N211CH, ,BE-55 BARON,123,11.0,13.0,13.0,A  ,2.0,A,2.0,4.0,4.0,,,Landing Roll,0.0,,0.0,,,,,,,,False,True,M,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,1G11,"DEER RAN ONTO RY. R PROP HIT DEER, MINOR DAMAGE.  DEER FATAL.",False,False,Unknown, , 1,Large,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,PACIR,Tower,2005-05-19,False
616832,1994-10-01,10,1994,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N482US, ,FOKKER F28 MK 4000,372,7.0,37.0,43.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,1000.0,135.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,, None,,UNKBS,,False,False,No, 1, 1,Small,,,(X/XX/XX UPDATED PHASE OF FLT) /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,2010-08-17,False
