INDX_NR,INCIDENT_DATE ,INCIDENT_MONTH,INCIDENT_YEAR,TIME,TIME_OF_DAY,AIRPORT_ID,AIRPORT,RUNWAY,STATE,FAAREGION,LOCATION,ENROUTE STATE,OPID,REG,FLT,AIRCRAFT,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,PHASE_OF_FLIGHT,HEIGHT,SPEED,DISTANCE,SKY,PRECIPITATION,AOS,COST_REPAIRS,OTHER_COST,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,INGESTED,INDICATED_DAMAGE,DAMAGE_LEVEL,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,STR_ENG2,DAM_ENG2,STR_ENG3,DAM_ENG3,STR_ENG4,DAM_ENG4,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SPECIES_ID,REMARKS,REMAINS_COLLECTED,REMAINS_SENT,WARNED,BIRDS_SEEN,BIRDS_STRUCK,SIZE,NR_INJURIES,NR_FATALITIES,COMMENT,REPORTER_NAME,REPORTER_TITLE,SOURCE,PERSON,LUPDATE,TRANSFER
622696,1997-10-04,10,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, , ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,350.0,145.0,,Some Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,NO DAMAGE. FLT 2395.,False,False,No, , 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,2003-07-07,False
630199,1997-10-04,10,1997,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,USA, N883US, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,1500.0,170.0,,No Cloud,,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,UNKBM,,False,False,No, 1, 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1998-01-26,False
624088,1997-09-30,9,1997,     ,Night,KGSO,PIEDMONT TRIAD INTL, 23,NC,ASO ,10 NE GSO,,COA, , ,DC-9-30,583,21.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,3500.0,220.0,10.0,No Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,FLT 507.,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-12-23,False
626470,1997-09-29,9,1997,     ,Night,KGSO,PIEDMONT TRIAD INTL, 23,NC,ASO ,,,USA, , ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Approach,2700.0,140.0,,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1997-12-23,False
620595,1997-09-27,9,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,NC,ASO ,8 MI S RWY,,USA, N427US, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Approach,1650.0,160.0,8.0,Overcast, Rain,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,YL001,1 BIRD FLYING STRAIGHT & LEVEL TOWARDS US HIT DIRECTLY O F/O  WINDSHLD.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1998-05-28,False
628405,1997-09-26,9,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,NC,ASO ,,,BUS, N788NB, ,C-650,226,39.0,19.0,1.0,A  ,3.0,D,2.0,5.0,5.0,,,Approach,,120.0,,Some Cloud, None,,,,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,YL001,"TIME = 0755 LCL. PART STRUCK NOT REPTD, UNKN IF DAMAGE.",False,False,Yes, , 2-10,Small,,,OPERATOR = NATIONS BANK /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-07-13,False
622176,1997-09-25,9,1997,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,NC,ASO ,,,CDL, N159CC, ,SHORTS 360,804,8.0,31.0,4.0,A  ,3.0,C,2.0,4.0,4.0,,,Approach,3800.0,170.0,,Some Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,NO DAMAGE.,False,False,No, , 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-12-22,False
630681,1997-09-19,9,1997,     ,Day,KGSO,PIEDMONT TRIAD INTL, ,NC,ASO ,,,TDX, N311EA, ,L-1011,561,15.0,37.0,37.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Climb,100.0,160.0,,Some Cloud, Fog,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,UNKBM,FOG VIZ 2 MILES. NO DAMAGE/INJURY.,False,False,No, , 2-10,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-12-19,False
630016,1997-09-18,9,1997,     ,Day,KGSO,PIEDMONT TRIAD INTL, 23,NC,ASO ,,,BUS, , ,B-737,148,95.0,,,A  ,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,,0.0,Overcast, None,,,,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,PILOT REPTD ENCOUNTERING SOME BIRD ON T/O ROLL HE CALLED BACK TO  SEE IF DEAD BIRDS WERE FOUND ON RWY.,False,False,No, 2-10, 2-10,Medium,,,OPERATOR = MANATEE/TRANS AIR /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1998-07-13,False
622941,1997-09-12,9,1997,     ,,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, ,NC,ASO ,,,USA, N427US, ,B-737,148,95.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,,0.0,,,,,,,,True,False,N,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,UNKBM,NO ENG DAMAGE. CORE INGESTION.,False,False,Unknown, , 1,Medium,,,ENG MANU# XXXXXX /Legacy Record=XXXXXX/,REDACTED,REDACTED,Engine Manufacturer,Other,2004-07-27,False
619162,1997-08-31,8,1997,     ,Day,KRDU,RALEIGH-DURHAM INTL, 5R,NC,ASO ,,,USA, N828US, ,MD-80,583,37.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,200.0,125.0,,Some Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,TIME = 1532 LCL. FLT 2308,False,False,No, 1, 1,Small,,,SOURCE = TWO XXXX-X REPTS. /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1997-11-10,False
624368,1997-08-29,8,1997,     ,Day,KAVL,ASHEVILLE REGIONAL ARPT, 16,NC,ASO ,,,BUS, , ,C-441 CONQUE,226,35.0,19.0,4.0,A  ,2.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,90.0,0.0,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,TIME = 0827 LCL.,False,False,No, 2-10, 1,Small,,,OPERATOR = POLYAERO /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1997-11-10,False
625595,1997-08-24,8,1997,     ,Day,KILM,WILMINGTON INTL, 35,NC,ASO ,,,USA, N863US, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Climb,200.0,145.0,,No Cloud, None,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,NO DAMAGE.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-05-28,False
624330,1997-08-22,8,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,USA, N816US, ,MD-82,583,37.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,200.0,135.0,,No Cloud, None,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,ZT1,NO DAMAGE. TIME = 1400 LCL. FLT 2310. SMALL BLACK BIRDS,False,False,No, 2-10, 1,Small,,,SOURCE = TWO XXXX-X REPTS /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-11-06,False
628049,1997-08-22,8,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36L,NC,ASO ,,,USA, N891US, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Climb,2200.0,200.0,,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,HIT CAPT'S SIDE WINDSHLD. TIME = 1613 LCL.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1997-11-06,False
628160,1997-08-16,8,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N585US, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Approach,200.0,138.0,,Some Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,, None,,UNKBM,,False,False,No, 2-10, 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1997-11-04,False
625186,1997-08-15,8,1997,     ,Day,KGSO,PIEDMONT TRIAD INTL, 23,NC,ASO ,,,AAL, N1458H, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,100.0,120.0,,No Cloud, None,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,"TIME = 2149Z. REMAINS ON RADOME, NO DAMAGE.",False,False,No, 1, 1,Small,,,SOURCE = TWO XXXX-X REPTS. /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1997-10-14,False
620013,1997-08-11,8,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N830US, ,MD-82,583,37.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,50.0,130.0,,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,TIME = 1600 LCL.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1997-11-04,False
623578,1997-08-09,8,1997,     ,Night,KRDU,RALEIGH-DURHAM INTL, ,NC,ASO ,,,UAL, , 1572,B-737-200,148,13.0,34.0,10.0,A  ,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,,0.0,,,,,,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, Other,EMERGENCY DECLARED,1G11,STRUCK DEER ON DEPTR FROM RDU. A/C LANDED ORD W/O  INCIDENT. EMERGENCY EQUIPMENT WAS STANDING BY. TIME = 2117 LCL.,False,False,Unknown, , 1,Large,,,SOURCE = PACIR & AIRLINE REPT /Legacy Record=XXXXXX/,REDACTED,REDACTED,Multiple,Tower,2002-03-29,False
628084,1997-08-07,8,1997,     ,Night,KRDU,RALEIGH-DURHAM INTL, 5L,NC,ASO ,,,UPS, N715UP, ,DC-8-70,583,38.0,10.0,1.0,A  ,4.0,D,4.0,1.0,1.0,1.0,4.0,Take-off Run,0.0,124.0,0.0,No Cloud, None,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBL,NO DAMAGE. FLT 3277. HIT BIRD ON ROTATION.,False,False,No, 1, 1,Large,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1997-10-30,False
624598,1997-07-28,7,1997,     ,Day,KGSO,PIEDMONT TRIAD INTL, 23,NC,ASO ,,,USA, N864US, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,125.0,0.0,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,ZX3,SMUDGE ON WINDSHLD. A/C CONTD ITS ROUTE.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1998-05-28,False
627831,1997-07-28,7,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,NC,ASO ,,,USA, , ,B-737,148,95.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Landing Roll,0.0,80.0,0.0,Some Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,, None,,YI,FLT 1876,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-10-27,False
621697,1997-07-21,7,1997,     ,Dawn,KGSO,PIEDMONT TRIAD INTL, 23,NC,ASO ,,,AAL, N1445B, ,FOKKER F100,372,12.0,37.0,46.0,A  ,4.0,D,2.0,5.0,5.0,,,Take-off Run,0.0,100.0,0.0,Overcast, Fog,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,UNKBS,BIRD HIT NOSE GEAR AREA NO DAMAGE.,False,False,No, 2-10, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-10-27,False
623294,1997-07-17,7,1997,     ,Day,KAVL,ASHEVILLE REGIONAL ARPT, 34,NC,ASO ,,,BUS, N822KB, ,C-650,226,39.0,19.0,1.0,A  ,3.0,D,2.0,5.0,5.0,,,Climb,300.0,180.0,,No Cloud, None,,,,,,True,True,S,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,," None, Precautionary Landing",,YM1102,"BENT  5-6 FAN BLADES. INOP ITT RT SIDE. (BIRD REPTD AS CROW, ASSUME AMERICAN CROW FROM LOCATION)",False,False,Yes, 2-10, 1,Medium,,,OPERATOR = F KORBELL & BROS INC (X/X/XX UPDATED SPECIES) /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,2011-03-07,False
626033,1997-07-14,7,1997,     ,Night,KGSO,PIEDMONT TRIAD INTL, ,NC,ASO ,,,BUS, , ,L-1011,561,15.0,37.0,37.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Climb,6000.0,250.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,NO DAMAGE.,False,False,No, , 1,Medium,,,OPERATOR = TRADEWINDS AIRLINE /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-10-27,False
627250,1997-07-14,7,1997,     ,Day,KRDU,RALEIGH-DURHAM INTL, 23L,NC,ASO ,,,USA, N240AU, ,B-737-200,148,13.0,34.0,10.0,A  ,4.0,D,2.0,1.0,1.0,,,Climb,100.0,160.0,,No Cloud, None,,,,,,False,True,M,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,," None, Precautionary Landing",,UNKBM,"PILOT FELT SOMETHING ABOUT THE TIME HE RAISED GEAR. THOUGHT HE  SAW SOMETHING GO PAST WINDSCREEN. AT GEAR RETRACTION HEAD LOUD  BANG. LOUD AIR NOISE & SMALL FLUTTER VIBRATION AFTER GEAR  RETRACTION. ASSUMED WE HAD A BIRD STRIKE W/ POSSIBLE RADOME  DAMAGE. RETD TO RDU. FOUND BROKEN LINKAGE ON NOSE GEAR L DOOR.  SIGNS OF BIRD STRIKES ON NOSE AREA, BUT COULD HAVE BEEN OLD. IF  THERE WAS A BIRD STRIKE, IT WAS COINCIDENTAL WITH LINKAGE  FAILURE.",False,False,No, 1, 2-10,Medium,,,SOURCE = TWO XXXX-X REPTS. /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1997-10-27,False
626572,1997-07-13,7,1997,     ,Day,KAVL,ASHEVILLE REGIONAL ARPT, ,NC,ASO ,,,PDT, N927HA, ,DHC8 DASH 8,303,10.0,31.0,10.0,A  ,3.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,,0.0,Some Cloud, None,,,14000.0,,22288.0,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,," None, Aborted Take-off",,ZT1,"LOSS OF REVENUE $14,000. FLT 3304. FLT CANCELLED. A/C FERRIED TO  CLT FOR EXTENSIVE CHECK OF PROP. NO DAMAGE.",False,False,No, 2-10, 2-10,Small,,,"SOURCE = XXXX-X, AIRLINE REPT & PERS COMM. PDT /Legacy Record=XXXXXX/",REDACTED,REDACTED,Multiple,Tower,1997-10-27,False
627740,1997-07-12,7,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 23,NC,ASO ,,,CDL, , ,DHC8 DASH 8,303,10.0,31.0,10.0,A  ,3.0,C,2.0,4.0,4.0,,,,,,,Some Cloud, Fog,,,,,,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,UNKBM,FLT 5136 DID NOT CALL TO PROVIDE INFO.  ARPT MGT FOUND NO  REMAINS.,False,False,Unknown, , 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1998-07-13,False
628217,1997-07-12,7,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18L,NC,ASO ,,,USA, N415US, ,B-737-400,148,32.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Climb,200.0,160.0,,No Cloud, None,,,,,,True,True,S,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,," None, Engine Shutdown",,UNKBS,FLT 241 RETD WITH #1 ENG SHUT DOWN. SEVERAL FAN BLADES BENT.  HAZE. TIME = 1245Z. BIRD INGESTED. GE REPTS 1 BENT BLADE & CORE  INGESTION.,False,False,Yes, , 1,Small,,,SOURCE = TWO XXXX-X & PRELIM. SITUATION REPT. & ENG MANU /Legacy Record=XXXXXX/,REDACTED,REDACTED,Multiple,Tower,1998-04-09,False
627090,1997-07-02,7,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N282AU, ,B-737-200,148,13.0,34.0,10.0,A  ,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,160.0,0.0,Some Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,," None, Precautionary Landing",,UNKBL,HAWK? NO DAMAGE. TIME = 1745,False,False,No, 1, 1,Large,,,SOURCE = TWO XXXX-X REPTS. /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1997-11-04,False
628381,1997-06-30,6,1997,20:50,Dusk,KJNX,JOHNSTON COUNTY ARPT, ,NC,ASO ,,,BUS, N2600N, ,PA-38 TOMAHAWK,729,30.0,7.0,7.0,A  ,1.0,A,1.0,7.0,,,,Take-off Run,0.0,,0.0,No Cloud, None,,,,,,False,True,S,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,," None, Precautionary Landing",,1G11,"TIME = 2050EDT. DURING FLT INSTRUCTION FOR TOUCH & GO'S, THE A/C  STRUCK A DEER. STUDENT CONTD ROTATION AFTER IMPACT, THEN  INSTRUCTOR TOOK CONTROLS. PLAN WAS TO LAND IMMEDIATELY TO INSPCT  THE DAMAGE, BUT THE DEER WAS STILL ON THE RWY. HE THEN ELECTED TO  RETURN TO THE HOME ARPT, WHERE EMERGENCY PERSONNEL WERE AVAILABLE  SINCE HE WAS UNCERTAIN OF THE CONDITION OF THE LDG GEAR. LANDED  W/O INCID. L WING, L FLAP & MAIN SPAR WERE DAMAGED.",False,False,Unknown, , 1,Large,,,OPERATOR = PHOENIX FLIGHT /Legacy Record=XXXXXX/,REDACTED,REDACTED,NTSB,,2002-03-29,False
623948,1997-06-29,6,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 36R,NC,ASO ,,,USA, N608AU, ,B-757-200,148,26.0,37.0,37.0,A  ,4.0,D,2.0,1.0,1.0,,,Approach,400.0,,,No Cloud, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,A/C HIT ROBIN SIZED BIRD ON FINAL. F/O'S SIDE WINDOW WAS HIT. NO  OBSERVABLE DAMAGE. TIME = 1408 LCL.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Air Transport Operations,1997-11-04,False
625546,1997-06-25,6,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 5,NC,ASO ,,,EWW, , ,DC-8,583,14.0,,,A  ,4.0,D,4.0,1.0,1.0,1.0,1.0,Climb,100.0,150.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,, None,,UNKBL,FLT 004,False,False,Yes, 1, 1,Large,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1997-09-05,False
625293,1997-06-23,6,1997,     ,Day,KILM,WILMINGTON INTL, 17,NC,ASO ,,,1ASQ, , ,EMB-120,332,11.0,31.0,10.0,A  ,3.0,C,2.0,4.0,4.0,,,Take-off Run,0.0,80.0,0.0,No Cloud, None,,,,,,False,False,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,NO APPARENT DAMAGE & FLT CONTD. FLT 506. TIME = 1625LCL.,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,1997-09-04,False
623480,1997-06-09,6,1997,     ,Day,KRDU,RALEIGH-DURHAM INTL, 5R,NC,ASO ,,,DAL, N633DL, ,B-757-200,148,26.0,34.0,40.0,A  ,4.0,D,2.0,1.0,1.0,,,Take-off Run,0.0,130.0,0.0,Overcast, None,,,,,,False,False,N,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,O2205,"FLT 759 STRUCK 2 BIRDS. REPTD AS DOVE, ASSUME MOURNING.",False,False,No, 2-10, 2-10,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Tower,2005-03-10,False
627307,1997-05-25,5,1997,     ,Day,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N522AU, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,Approach,200.0,140.0,,Overcast, Rain,,,,,,False,False,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,UNKBS,,False,False,No, 1, 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,Pilot,1997-08-22,False
622519,1997-05-24,5,1997,     ,Night,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18,NC,ASO ,,,USA, N525AU, ,B-737-300,148,24.0,10.0,1.0,A  ,4.0,D,2.0,1.0,1.0,,,,,,,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBS,,False,False,No, , 1,Small,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-10-24,False
620808,1997-05-12,5,1997,     ,Night,KGSO,PIEDMONT TRIAD INTL, ,NC,ASO ,,,BUS, , ,L-1011,561,15.0,37.0,37.0,A  ,4.0,D,3.0,5.0,6.0,5.0,,Approach,3000.0,220.0,,No Cloud, None,,,,,,False,False,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,NO DAMAGE/INJURY,False,False,No, 1, 1,Medium,,,OPERATOR = TRADEWINDS /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-10-24,False
626774,1997-05-12,5,1997,     ,Dusk,KCLT,CHARLOTTE/DOUGLAS INTL ARPT, 18R,NC,ASO ,,,USA, N923VJ, ,DC-9-30,583,21.0,34.0,10.0,A  ,4.0,D,2.0,5.0,5.0,,,Approach,,150.0,,No Cloud, None,,,,,,False,False,N,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,, None,,UNKBM,JUST ABOVE T/D. NO DAMAGE REPTD. STANDING NOTAM WARNING.,False,False,Yes, 2-10, 1,Medium,,, /Legacy Record=XXXXXX/,REDACTED,REDACTED,FAA Form 5200-7,,1997-10-24,False
